USDCAD Curncy,,,S&P 500 Total Return Index,,,S&P/TSX Composite Total Return Index,,,USGG2YR Index,,,USGG12M Index,,,GCAN2YR Index,,,GCAN12M Index,,,CL1 Comdty,,,Spread of Canadian and US 2 Year Rates,,,Spread of Canadian and US 1 Year Rates,1.2659,,XAU Curncy,,,HG1 Comdty,,,US0003M Index,,,GCAN3M Index,,,DXY Curncy,,,DXY Curncy,,,EURUSD Curncy,,,USDJPY Curncy,
Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST
8/9/2012,0.99,,8/9/2012,"2,440.2260",,8/9/2012,"33,605.6000",,8/9/2012,0.2720,,8/9/2012,0.1777,,8/9/2012,1.1580,,8/9/2012,1.1300,,8/9/2012,93.3600,,8/9/2012,-0.8860,,8/9/2012,-0.9523,,8/9/2012,1617.18,,9/25/2012,377.35,,9/24/2012,0.36725,,12/28/2012,0.932,,8/15/2012,82.645,,8/15/2012,82.645,,8/9/2012,1/1/1900,,8/9/2012,78.57
8/10/2012,0.99,,8/10/2012,"2,445.6430",,8/10/2012,"33,698.4300",,8/10/2012,0.2606,,8/10/2012,0.1675,,8/10/2012,1.1300,,8/10/2012,1.1040,,8/10/2012,92.8700,,8/10/2012,-0.8694,,8/10/2012,-0.9365,,8/10/2012,1620.15,,9/26/2012,371.4,,9/25/2012,0.3635,,12/31/2012,0.928,,8/16/2012,82.357,,8/16/2012,82.357,,8/10/2012,1/1/1900,,8/10/2012,78.28
8/13/2012,0.99,,8/13/2012,"2,443.0470",,8/13/2012,"33,556.4700",,8/13/2012,0.2648,,8/13/2012,0.1726,,8/13/2012,1.1440,,8/13/2012,1.1160,,8/13/2012,92.7300,,8/13/2012,-0.8792,,8/13/2012,-0.9434,,8/13/2012,1609.75,,9/27/2012,374.4,,9/26/2012,0.36225,,1/2/2013,0.925,,8/17/2012,82.596,,8/17/2012,82.596,,8/13/2012,1/1/1900,,8/13/2012,78.32
8/14/2012,0.99,,8/14/2012,"2,443.1590",,8/14/2012,"33,600.1600",,8/14/2012,0.2750,,8/14/2012,0.1777,,8/14/2012,1.1840,,8/14/2012,1.1510,,8/14/2012,93.4300,,8/14/2012,-0.9090,,8/14/2012,-0.9733,,8/14/2012,1599.05,,9/28/2012,375.8,,9/27/2012,0.36025,,1/3/2013,0.91,,8/20/2012,82.456,,8/20/2012,82.456,,8/14/2012,1/1/1900,,8/14/2012,78.74
8/15/2012,0.99,,8/15/2012,"2,446.8170",,8/15/2012,"33,752.7700",,8/15/2012,0.2853,,8/15/2012,0.1777,,8/15/2012,1.2480,,8/15/2012,1.1800,,8/15/2012,94.3300,,8/15/2012,-0.9627,,8/15/2012,-1.0023,,8/15/2012,1603.1,,10/1/2012,378.55,,9/28/2012,0.3585,,1/4/2013,0.924,,8/21/2012,81.907,,8/21/2012,81.907,,8/15/2012,1/1/1900,,8/15/2012,78.99
8/16/2012,0.99,,8/16/2012,"2,464.3810",,8/16/2012,"34,114.1300",,8/16/2012,0.2915,,8/16/2012,0.1777,,8/16/2012,1.2410,,8/16/2012,1.1790,,8/16/2012,95.6000,,8/16/2012,-0.9495,,8/16/2012,-1.0013,,8/16/2012,1615.13,,10/2/2012,380.1,,10/1/2012,0.35525,,1/7/2013,0.914,,8/22/2012,81.486,,8/22/2012,81.486,,8/16/2012,1/1/1900,,8/16/2012,79.35
8/17/2012,0.99,,8/17/2012,"2,468.9990",,8/17/2012,"34,284.2600",,8/17/2012,0.2862,,8/17/2012,0.1777,,8/17/2012,1.2020,,8/17/2012,1.1500,,8/17/2012,96.0100,,8/17/2012,-0.9158,,8/17/2012,-0.9723,,8/17/2012,1616.4,,10/3/2012,378.4,,10/2/2012,0.354,,1/8/2013,0.917,,8/23/2012,81.359,,8/23/2012,81.359,,8/17/2012,1/1/1900,,8/17/2012,79.56
8/20/2012,0.99,,8/20/2012,"2,468.9940",,8/20/2012,"34,246.4300",,8/20/2012,0.2824,,8/20/2012,0.1777,,8/20/2012,1.1920,,8/20/2012,1.1510,,8/20/2012,95.9700,,8/20/2012,-0.9096,,8/20/2012,-0.9733,,8/20/2012,1620.5,,10/4/2012,378.6,,10/3/2012,0.3525,,1/9/2013,0.915,,8/24/2012,81.593,,8/24/2012,81.593,,8/20/2012,1/1/1900,,8/20/2012,79.43
8/21/2012,0.99,,8/21/2012,"2,460.4050",,8/21/2012,"34,365.3600",,8/21/2012,0.2866,,8/21/2012,0.1776,,8/21/2012,1.1860,,8/21/2012,1.1510,,8/21/2012,96.6800,,8/21/2012,-0.8994,,8/21/2012,-0.9734,,8/21/2012,1637.8,,10/5/2012,377.8,,10/4/2012,0.35225,,1/10/2013,0.921,,8/27/2012,81.658,,8/27/2012,81.658,,8/21/2012,1/1/1900,,8/21/2012,79.29
8/22/2012,0.99,,8/22/2012,"2,461.1190",,8/22/2012,"34,373.3700",,8/22/2012,0.2585,,8/22/2012,0.1827,,8/22/2012,1.1150,,8/22/2012,1.1210,,8/22/2012,97.2600,,8/22/2012,-0.8565,,8/22/2012,-0.9383,,8/22/2012,1654.5,,10/8/2012,371.8,,10/5/2012,0.35125,,1/11/2013,0.921,,8/28/2012,81.37,,8/28/2012,81.37,,8/22/2012,1/1/1900,,8/22/2012,78.58
8/23/2012,0.99,,8/23/2012,"2,441.2890",,8/23/2012,"34,218.5900",,8/23/2012,0.2587,,8/23/2012,0.1777,,8/23/2012,1.1290,,8/23/2012,1.1210,,8/23/2012,96.2700,,8/23/2012,-0.8703,,8/23/2012,-0.9433,,8/23/2012,1670.53,,10/9/2012,371.8,,10/8/2012,0.35025,,1/15/2013,0.912,,8/29/2012,81.549,,8/29/2012,81.549,,8/23/2012,1/1/1900,,8/23/2012,78.49
8/24/2012,0.99,,8/24/2012,"2,457.4020",,8/24/2012,"34,274.5500",,8/24/2012,0.2674,,8/24/2012,0.1777,,8/24/2012,1.1520,,8/24/2012,1.1290,,8/24/2012,96.1500,,8/24/2012,-0.8846,,8/24/2012,-0.9513,,8/24/2012,1670.5,,10/10/2012,371.8,,10/9/2012,0.34675,,1/16/2013,0.91,,8/30/2012,81.691,,8/30/2012,81.691,,8/24/2012,1/1/1900,,8/24/2012,78.67
8/27/2012,0.99,,8/27/2012,"2,456.2180",,8/27/2012,"34,185.4600",,8/27/2012,0.2635,,8/27/2012,0.1726,,8/27/2012,1.1600,,8/27/2012,1.1320,,8/27/2012,95.4700,,8/27/2012,-0.8965,,8/27/2012,-0.9594,,8/27/2012,1663.97,,10/11/2012,375.15,,10/10/2012,0.34275,,1/17/2013,0.91,,8/31/2012,81.208,,8/31/2012,81.208,,8/27/2012,1/1/1900,,8/27/2012,78.74
8/28/2012,0.99,,8/28/2012,"2,454.3890",,8/28/2012,"34,075.8500",,8/28/2012,0.2637,,8/28/2012,0.1726,,8/28/2012,1.1680,,8/28/2012,1.1490,,8/28/2012,96.3300,,8/28/2012,-0.9043,,8/28/2012,-0.9764,,8/28/2012,1666.75,,10/12/2012,370.3,,10/11/2012,0.34025,,1/18/2013,0.909,,9/3/2012,81.208,,9/3/2012,81.208,,8/28/2012,1/1/1900,,8/28/2012,78.51
8/29/2012,0.99,,8/29/2012,"2,457.0450",,8/29/2012,"34,095.9800",,8/29/2012,0.2696,,8/29/2012,0.1726,,8/29/2012,1.1470,,8/29/2012,1.1490,,8/29/2012,95.4900,,8/29/2012,-0.8774,,8/29/2012,-0.9764,,8/29/2012,1656.5,,10/15/2012,370.15,,10/12/2012,0.33425,,1/22/2013,0.909,,9/4/2012,81.312,,9/4/2012,81.312,,8/29/2012,1/1/1900,,8/29/2012,78.71
8/30/2012,0.99,,8/30/2012,"2,438.1990",,8/30/2012,"33,752.7000",,8/30/2012,0.2539,,8/30/2012,0.1675,,8/30/2012,1.1290,,8/30/2012,1.1490,,8/30/2012,94.6200,,8/30/2012,-0.8751,,8/30/2012,-0.9815,,8/30/2012,1655.6,,10/16/2012,370,,10/15/2012,0.33025,,1/23/2013,0.908,,9/5/2012,81.235,,9/5/2012,81.235,,8/30/2012,1/1/1900,,8/30/2012,78.63
8/31/2012,0.99,,8/31/2012,"2,450.5980",,8/31/2012,"33,930.4600",,8/31/2012,0.2205,,8/31/2012,0.1573,,8/31/2012,1.1400,,8/31/2012,1.1490,,8/31/2012,96.4700,,8/31/2012,-0.9195,,8/31/2012,-0.9917,,8/31/2012,1691.85,,10/17/2012,374.8,,10/16/2012,0.32475,,1/24/2013,0.909,,9/6/2012,81.04,,9/6/2012,81.04,,8/31/2012,1/1/1900,,8/31/2012,78.39
9/3/2012,0.99,,9/3/2012,"2,450.5980",,9/3/2012,"33,930.4600",,9/3/2012,0.2205,,9/3/2012,0.1573,,9/3/2012,1.1400,,9/3/2012,1.1490,,9/3/2012,96.4700,,9/3/2012,-0.9195,,9/3/2012,-0.9917,,9/3/2012,1692.33,,10/18/2012,374.3,,10/17/2012,0.32075,,1/25/2013,0.91,,9/7/2012,80.252,,9/7/2012,80.252,,9/3/2012,1/1/1900,,9/3/2012,78.26
9/4/2012,0.99,,9/4/2012,"2,447.7980",,9/4/2012,"33,909.6500",,9/4/2012,0.2303,,9/4/2012,0.1573,,9/4/2012,1.1200,,9/4/2012,1.1490,,9/4/2012,95.3000,,9/4/2012,-0.8897,,9/4/2012,-0.9917,,9/4/2012,1695.88,,10/19/2012,363.75,,10/18/2012,0.31875,,1/28/2013,0.917,,9/10/2012,80.357,,9/10/2012,80.357,,9/4/2012,1/1/1900,,9/4/2012,78.43
9/5/2012,0.99,,9/5/2012,"2,445.8050",,9/5/2012,"34,053.5000",,9/5/2012,0.2342,,9/5/2012,0.1573,,9/5/2012,1.1130,,9/5/2012,1.1490,,9/5/2012,95.3600,,9/5/2012,-0.8788,,9/5/2012,-0.9917,,9/5/2012,1692.93,,10/22/2012,362.2,,10/19/2012,0.31725,,1/29/2013,0.917,,9/11/2012,79.857,,9/11/2012,79.857,,9/5/2012,1/1/1900,,9/5/2012,78.39
9/6/2012,0.98,,9/6/2012,"2,496.1230",,9/6/2012,"34,484.6000",,9/6/2012,0.2579,,9/6/2012,0.1675,,9/6/2012,1.1680,,9/6/2012,1.1370,,9/6/2012,95.5300,,9/6/2012,-0.9101,,9/6/2012,-0.9695,,9/6/2012,1700.33,,10/23/2012,356.95,,10/22/2012,0.31575,,1/30/2013,0.932,,9/12/2012,79.737,,9/12/2012,79.737,,9/6/2012,1/1/1900,,9/6/2012,78.86
9/7/2012,0.98,,9/7/2012,"2,506.3670",,9/7/2012,"34,849.0000",,9/7/2012,0.2500,,9/7/2012,0.1624,,9/7/2012,1.1800,,9/7/2012,1.1480,,9/7/2012,96.4200,,9/7/2012,-0.9300,,9/7/2012,-0.9856,,9/7/2012,1735.85,,10/24/2012,356.8,,10/23/2012,0.31525,,1/31/2013,0.932,,9/13/2012,79.262,,9/13/2012,79.262,,9/7/2012,1/1/1900,,9/7/2012,78.24
9/10/2012,0.98,,9/10/2012,"2,491.1150",,9/10/2012,"34,699.9800",,9/10/2012,0.2460,,9/10/2012,0.1573,,9/10/2012,1.1640,,9/10/2012,1.1500,,9/10/2012,96.5400,,9/10/2012,-0.9180,,9/10/2012,-0.9927,,9/10/2012,1726.06,,10/25/2012,355.05,,10/24/2012,0.31425,,2/1/2013,0.932,,9/14/2012,78.847,,9/14/2012,78.847,,9/10/2012,1/1/1900,,9/10/2012,78.29
9/11/2012,0.97,,9/11/2012,"2,498.9520",,9/11/2012,"34,714.8600",,9/11/2012,0.2460,,9/11/2012,0.1573,,9/11/2012,1.1770,,9/11/2012,1.1690,,9/11/2012,97.1700,,9/11/2012,-0.9310,,9/11/2012,-1.0117,,9/11/2012,1731.88,,10/26/2012,355,,10/25/2012,0.31325,,2/4/2013,0.937,,9/17/2012,79.01,,9/17/2012,79.01,,9/11/2012,1/1/1900,,9/11/2012,77.77
9/12/2012,0.98,,9/12/2012,"2,504.8410",,9/12/2012,"34,783.7300",,9/12/2012,0.2420,,9/12/2012,0.1573,,9/12/2012,1.1930,,9/12/2012,1.1680,,9/12/2012,97.0100,,9/12/2012,-0.9510,,9/12/2012,-1.0107,,9/12/2012,1730.75,,10/29/2012,349.45,,10/26/2012,0.31325,,2/5/2013,0.931,,9/18/2012,79.249,,9/18/2012,79.249,,9/12/2012,1/1/1900,,9/12/2012,77.86
9/13/2012,0.97,,9/13/2012,"2,546.0310",,9/13/2012,"35,146.7400",,9/13/2012,0.2340,,9/13/2012,0.1522,,9/13/2012,1.1680,,9/13/2012,1.1610,,9/13/2012,98.3100,,9/13/2012,-0.9340,,9/13/2012,-1.0088,,9/13/2012,1767.12,,10/30/2012,350.6,,10/29/2012,0.31275,,2/6/2013,0.934,,9/19/2012,79.055,,9/19/2012,79.055,,9/13/2012,1/1/1900,,9/13/2012,77.49
9/14/2012,0.97,,9/14/2012,"2,556.1320",,9/14/2012,"35,542.8700",,9/14/2012,0.2500,,9/14/2012,0.1624,,9/14/2012,1.2040,,9/14/2012,1.1710,,9/14/2012,99.0000,,9/14/2012,-0.9540,,9/14/2012,-1.0086,,9/14/2012,1770.5,,10/31/2012,351.75,,10/30/2012,0.31275,,2/7/2013,0.931,,9/20/2012,79.411,,9/20/2012,79.411,,9/14/2012,1/1/1900,,9/14/2012,78.39
9/17/2012,0.97,,9/17/2012,"2,548.2570",,9/17/2012,"35,394.0200",,9/17/2012,0.2540,,9/17/2012,0.1675,,9/17/2012,1.1970,,9/17/2012,1.1650,,9/17/2012,96.6200,,9/17/2012,-0.9430,,9/17/2012,-0.9975,,9/17/2012,1761.25,,11/1/2012,355.2,,10/31/2012,0.31275,,2/8/2013,0.927,,9/21/2012,79.328,,9/21/2012,79.328,,9/17/2012,1/1/1900,,9/17/2012,78.71
9/18/2012,0.97,,9/18/2012,"2,545.0450",,9/18/2012,"35,325.6500",,9/18/2012,0.2540,,9/18/2012,0.1675,,9/18/2012,1.1800,,9/18/2012,1.1450,,9/18/2012,95.2900,,9/18/2012,-0.9260,,9/18/2012,-0.9775,,9/18/2012,1771.31,,11/2/2012,348.15,,11/1/2012,0.31275,,2/11/2013,0.933,,9/24/2012,79.518,,9/24/2012,79.518,,9/18/2012,1/1/1900,,9/18/2012,78.82
9/19/2012,0.97,,9/19/2012,"2,548.1120",,9/19/2012,"35,366.7700",,9/19/2012,0.2581,,9/19/2012,0.1777,,9/19/2012,1.1660,,9/19/2012,1.1440,,9/19/2012,91.9800,,9/19/2012,-0.9079,,9/19/2012,-0.9663,,9/19/2012,1770.3,,11/5/2012,347,,11/2/2012,0.31275,,2/12/2013,0.934,,9/25/2012,79.552,,9/25/2012,79.552,,9/19/2012,1/1/1900,,9/19/2012,78.38
9/20/2012,0.98,,9/20/2012,"2,547.1070",,9/20/2012,"35,291.1100",,9/20/2012,0.2581,,9/20/2012,0.1777,,9/20/2012,1.1460,,9/20/2012,1.1350,,9/20/2012,91.8700,,9/20/2012,-0.8879,,9/20/2012,-0.9573,,9/20/2012,1768.53,,11/6/2012,350.6,,11/5/2012,0.31175,,2/13/2013,0.939,,9/26/2012,79.885,,9/26/2012,79.885,,9/20/2012,1/1/1900,,9/20/2012,78.24
9/21/2012,0.98,,9/21/2012,"2,546.9230",,9/21/2012,"35,219.3500",,9/21/2012,0.2581,,9/21/2012,0.1726,,9/21/2012,1.1410,,9/21/2012,1.1300,,9/21/2012,92.8900,,9/21/2012,-0.8829,,9/21/2012,-0.9574,,9/21/2012,1773.1,,11/7/2012,344.15,,11/6/2012,0.31175,,2/14/2013,0.939,,9/27/2012,79.548,,9/27/2012,79.548,,9/21/2012,1/1/1900,,9/21/2012,78.17
9/24/2012,0.98,,9/24/2012,"2,541.2270",,9/24/2012,"35,020.1000",,9/24/2012,0.2581,,9/24/2012,0.1675,,9/24/2012,1.1170,,9/24/2012,1.1200,,9/24/2012,91.9300,,9/24/2012,-0.8589,,9/24/2012,-0.9525,,9/24/2012,1764.4,,11/8/2012,346.95,,11/7/2012,0.31,,2/15/2013,0.938,,9/28/2012,79.935,,9/28/2012,79.935,,9/24/2012,1/1/1900,,9/24/2012,77.85
9/25/2012,0.98,,9/25/2012,"2,514.8320",,9/25/2012,"34,862.8100",,9/25/2012,0.2622,,9/25/2012,0.1675,,9/25/2012,1.1240,,9/25/2012,1.1090,,9/25/2012,91.3700,,9/25/2012,-0.8618,,9/25/2012,-0.9415,,9/25/2012,1760.64,,11/9/2012,344.55,,11/8/2012,0.31,,2/19/2013,0.947,,10/1/2012,79.824,,10/1/2012,79.824,,9/25/2012,1/1/1900,,9/25/2012,77.8
9/26/2012,0.99,,9/26/2012,"2,500.9180",,9/26/2012,"34,836.8100",,9/26/2012,0.2578,,9/26/2012,0.1624,,9/26/2012,1.0900,,9/26/2012,1.1090,,9/26/2012,89.9800,,9/26/2012,-0.8322,,9/26/2012,-0.9466,,9/26/2012,1752.75,,11/12/2012,346.8,,11/9/2012,0.31,,2/20/2013,0.947,,10/2/2012,79.744,,10/2/2012,79.744,,9/26/2012,1/1/1900,,9/26/2012,77.75
9/27/2012,0.98,,9/27/2012,"2,525.2260",,9/27/2012,"35,139.2900",,9/27/2012,0.2500,,9/27/2012,0.1573,,9/27/2012,1.0980,,9/27/2012,1.1090,,9/27/2012,91.8500,,9/27/2012,-0.8480,,9/27/2012,-0.9517,,9/27/2012,1777.38,,11/13/2012,347.1,,11/12/2012,0.31,,2/21/2013,0.953,,10/3/2012,79.965,,10/3/2012,79.965,,9/27/2012,1/1/1900,,9/27/2012,77.61
9/28/2012,0.98,,9/28/2012,"2,513.9260",,9/28/2012,"35,094.2000",,9/28/2012,0.2304,,9/28/2012,0.1523,,9/28/2012,1.0630,,9/28/2012,1.1090,,9/28/2012,92.1900,,9/28/2012,-0.8326,,9/28/2012,-0.9567,,9/28/2012,1772.25,,11/14/2012,345.35,,11/13/2012,0.31,,2/22/2013,0.947,,10/4/2012,79.353,,10/4/2012,79.353,,9/28/2012,1/1/1900,,9/28/2012,77.96
10/1/2012,0.98,,10/1/2012,"2,520.7110",,10/1/2012,"35,261.0100",,10/1/2012,0.2343,,10/1/2012,0.1523,,10/1/2012,1.0620,,10/1/2012,1.1090,,10/1/2012,92.4800,,10/1/2012,-0.8277,,10/1/2012,-0.9567,,10/1/2012,1775.43,,11/15/2012,346.25,,11/14/2012,0.31,,2/25/2013,0.952,,10/5/2012,79.337,,10/5/2012,79.337,,10/1/2012,1/1/1900,,10/1/2012,77.99
10/2/2012,0.98,,10/2/2012,"2,523.0790",,10/2/2012,"35,321.1900",,10/2/2012,0.2343,,10/2/2012,0.1523,,10/2/2012,1.0620,,10/2/2012,1.1090,,10/2/2012,91.8900,,10/2/2012,-0.8277,,10/2/2012,-0.9567,,10/2/2012,1774.57,,11/16/2012,345.15,,11/15/2012,0.311,,2/26/2013,0.953,,10/8/2012,79.54,,10/8/2012,79.54,,10/2/2012,1/1/1900,,10/2/2012,78.16
10/3/2012,0.99,,10/3/2012,"2,532.7900",,10/3/2012,"35,230.6500",,10/3/2012,0.2303,,10/3/2012,0.1523,,10/3/2012,1.0630,,10/3/2012,1.1090,,10/3/2012,88.1400,,10/3/2012,-0.8327,,10/3/2012,-0.9567,,10/3/2012,1777.88,,11/19/2012,352.75,,11/16/2012,0.3115,,2/27/2013,0.96,,10/9/2012,79.951,,10/9/2012,79.951,,10/3/2012,1/1/1900,,10/3/2012,78.49
10/4/2012,0.98,,10/4/2012,"2,550.9840",,10/4/2012,"35,482.5400",,10/4/2012,0.2421,,10/4/2012,0.1573,,10/4/2012,1.0900,,10/4/2012,1.1090,,10/4/2012,91.7100,,10/4/2012,-0.8479,,10/4/2012,-0.9517,,10/4/2012,1790.15,,11/20/2012,351.65,,11/19/2012,0.3115,,2/28/2013,0.959,,10/10/2012,79.917,,10/10/2012,79.917,,10/4/2012,1/1/1900,,10/4/2012,78.48
10/5/2012,0.98,,10/5/2012,"2,551.0250",,10/5/2012,"35,401.4300",,10/5/2012,0.2579,,10/5/2012,0.1624,,10/5/2012,1.1390,,10/5/2012,1.1090,,10/5/2012,89.8800,,10/5/2012,-0.8811,,10/5/2012,-0.9466,,10/5/2012,1780.7,,11/21/2012,349.6,,11/20/2012,0.3105,,3/1/2013,0.951,,10/11/2012,79.775,,10/11/2012,79.775,,10/5/2012,1/1/1900,,10/5/2012,78.67
10/8/2012,0.98,,10/8/2012,"2,542.2060",,10/8/2012,"35,401.4300",,10/8/2012,0.2579,,10/8/2012,0.1624,,10/8/2012,1.1390,,10/8/2012,1.1090,,10/8/2012,89.3300,,10/8/2012,-0.8811,,10/8/2012,-0.9466,,10/8/2012,1774.55,,11/23/2012,352.8,,11/21/2012,0.3115,,3/4/2013,0.96,,10/12/2012,79.667,,10/12/2012,79.667,,10/8/2012,1/1/1900,,10/8/2012,78.33
10/9/2012,0.98,,10/9/2012,"2,517.1380",,10/9/2012,"34,987.3200",,10/9/2012,0.2579,,10/9/2012,0.1624,,10/9/2012,1.1380,,10/9/2012,1.1090,,10/9/2012,92.3900,,10/9/2012,-0.8801,,10/9/2012,-0.9466,,10/9/2012,1764.2,,11/26/2012,353.65,,11/22/2012,0.3115,,3/5/2013,0.959,,10/15/2012,79.742,,10/15/2012,79.742,,10/9/2012,1/1/1900,,10/9/2012,78.26
10/10/2012,0.98,,10/10/2012,"2,501.7470",,10/10/2012,"34,813.8400",,10/10/2012,0.2599,,10/10/2012,0.1675,,10/10/2012,1.1340,,10/10/2012,1.1090,,10/10/2012,91.2500,,10/10/2012,-0.8741,,10/10/2012,-0.9415,,10/10/2012,1762.29,,11/27/2012,353.65,,11/23/2012,0.3115,,3/6/2013,0.958,,10/16/2012,79.405,,10/16/2012,79.405,,10/10/2012,1/1/1900,,10/10/2012,78.18
10/11/2012,0.98,,10/11/2012,"2,502.6560",,10/11/2012,"34,881.1100",,10/11/2012,0.2620,,10/11/2012,0.1726,,10/11/2012,1.1510,,10/11/2012,1.1090,,10/11/2012,92.0700,,10/11/2012,-0.8890,,10/11/2012,-0.9364,,10/11/2012,1767.18,,11/28/2012,352.45,,11/26/2012,0.3115,,3/7/2013,0.959,,10/17/2012,79.016,,10/17/2012,79.016,,10/11/2012,1/1/1900,,10/11/2012,78.34
10/12/2012,0.98,,10/12/2012,"2,495.2800",,10/12/2012,"34,790.1100",,10/12/2012,0.2600,,10/12/2012,0.1726,,10/12/2012,1.1400,,10/12/2012,1.1090,,10/12/2012,91.8600,,10/12/2012,-0.8800,,10/12/2012,-0.9364,,10/12/2012,1754.03,,11/29/2012,358.85,,11/27/2012,0.3115,,3/8/2013,0.954,,10/18/2012,79.367,,10/18/2012,79.367,,10/12/2012,1/1/1900,,10/12/2012,78.44
10/15/2012,0.98,,10/15/2012,"2,515.4410",,10/15/2012,"34,870.1700",,10/15/2012,0.2580,,10/15/2012,0.1675,,10/15/2012,1.0810,,10/15/2012,1.0850,,10/15/2012,91.8500,,10/15/2012,-0.8230,,10/15/2012,-0.9175,,10/15/2012,1737.4,,11/30/2012,362.95,,11/28/2012,0.3105,,3/11/2013,0.959,,10/19/2012,79.621,,10/19/2012,79.621,,10/15/2012,1/1/1900,,10/15/2012,78.65
10/16/2012,0.99,,10/16/2012,"2,541.2830",,10/16/2012,"35,376.9500",,10/16/2012,0.2660,,10/16/2012,0.1675,,10/16/2012,1.0820,,10/16/2012,1.0620,,10/16/2012,92.0900,,10/16/2012,-0.8160,,10/16/2012,-0.8945,,10/16/2012,1747.47,,12/3/2012,364,,11/29/2012,0.3105,,3/12/2013,0.96,,10/22/2012,79.652,,10/22/2012,79.652,,10/16/2012,1/1/1900,,10/16/2012,78.89
10/17/2012,0.98,,10/17/2012,"2,552.0480",,10/17/2012,"35,529.6300",,10/17/2012,0.2942,,10/17/2012,0.1827,,10/17/2012,1.1310,,10/17/2012,1.0620,,10/17/2012,92.1200,,10/17/2012,-0.8368,,10/17/2012,-0.8793,,10/17/2012,1750.15,,12/4/2012,363.35,,11/30/2012,0.3105,,3/13/2013,0.958,,10/23/2012,79.976,,10/23/2012,79.976,,10/17/2012,1/1/1900,,10/17/2012,78.93
10/18/2012,0.99,,10/18/2012,"2,545.9470",,10/18/2012,"35,544.9900",,10/18/2012,0.2983,,10/18/2012,0.1777,,10/18/2012,1.1270,,10/18/2012,1.0800,,10/18/2012,92.1000,,10/18/2012,-0.8287,,10/18/2012,-0.9023,,10/18/2012,1741.4,,12/5/2012,366.7,,12/3/2012,0.3105,,3/14/2013,0.961,,10/24/2012,79.914,,10/24/2012,79.914,,10/18/2012,1/1/1900,,10/18/2012,79.28
10/19/2012,0.99,,10/19/2012,"2,503.8030",,10/19/2012,"35,402.0300",,10/19/2012,0.2945,,10/19/2012,0.1726,,10/19/2012,1.0870,,10/19/2012,1.0610,,10/19/2012,90.0500,,10/19/2012,-0.7925,,10/19/2012,-0.8884,,10/19/2012,1721.75,,12/6/2012,362.7,,12/4/2012,0.3105,,3/15/2013,0.952,,10/25/2012,80.044,,10/25/2012,80.044,,10/19/2012,1/1/1900,,10/19/2012,79.32
10/22/2012,0.99,,10/22/2012,"2,504.9590",,10/22/2012,"35,366.5700",,10/22/2012,0.3067,,10/22/2012,0.1777,,10/22/2012,1.0950,,10/22/2012,1.0610,,10/22/2012,88.7300,,10/22/2012,-0.7883,,10/22/2012,-0.8833,,10/22/2012,1728.6,,12/7/2012,364.75,,12/5/2012,0.3105,,3/18/2013,0.955,,10/26/2012,80.068,,10/26/2012,80.068,,10/22/2012,1/1/1900,,10/22/2012,79.94
10/23/2012,0.99,,10/23/2012,"2,468.7770",,10/23/2012,"34,881.5100",,10/23/2012,0.2865,,10/23/2012,0.1777,,10/23/2012,1.1410,,10/23/2012,1.0890,,10/23/2012,86.6700,,10/23/2012,-0.8545,,10/23/2012,-0.9113,,10/23/2012,1707.63,,12/10/2012,369.05,,12/6/2012,0.3105,,3/19/2013,0.961,,10/29/2012,80.232,,10/29/2012,80.232,,10/23/2012,1/1/1900,,10/23/2012,79.85
10/24/2012,0.99,,10/24/2012,"2,461.1770",,10/24/2012,"34,793.7600",,10/24/2012,0.2892,,10/24/2012,0.1777,,10/24/2012,1.1200,,10/24/2012,1.0890,,10/24/2012,85.7300,,10/24/2012,-0.8308,,10/24/2012,-0.9113,,10/24/2012,1702.04,,12/11/2012,367.1,,12/7/2012,0.3095,,3/20/2013,0.958,,10/30/2012,79.931,,10/30/2012,79.931,,10/24/2012,1/1/1900,,10/24/2012,79.81
10/25/2012,0.99,,10/25/2012,"2,468.5960",,10/25/2012,"35,093.9200",,10/25/2012,0.3108,,10/25/2012,0.1777,,10/25/2012,1.1430,,10/25/2012,1.0890,,10/25/2012,86.0500,,10/25/2012,-0.8322,,10/25/2012,-0.9113,,10/25/2012,1712.1,,12/12/2012,370,,12/10/2012,0.3105,,3/21/2013,0.961,,10/31/2012,79.919,,10/31/2012,79.919,,10/25/2012,1/1/1900,,10/25/2012,80.3
10/26/2012,1.00,,10/26/2012,"2,466.8010",,10/26/2012,"35,094.1100",,10/26/2012,0.2970,,10/26/2012,0.1726,,10/26/2012,1.1170,,10/26/2012,1.0890,,10/26/2012,86.2800,,10/26/2012,-0.8200,,10/26/2012,-0.9164,,10/26/2012,1711.2,,12/13/2012,364.45,,12/11/2012,0.3095,,3/22/2013,0.964,,11/1/2012,80.047,,11/1/2012,80.047,,10/26/2012,1/1/1900,,10/26/2012,79.65
