,USDCAD Curncy,S&P 500 Total Return Index,S&P/TSX Composite Total Return Index,USGG2YR Index,USGG12M Index,GCAN2YR Index,GCAN12M Index,CL1 Comdty,XAU Curncy,HG1 Comdty,US0003M Index,GCAN3M Index,DXY Curncy,USDJPY Curncy
2010-11-04,1.0022,2045.618,34782.45,0.3276,0.1929,1.414,1.2,86.49,1392.53,391.2,0.28563,0.996,75.882,80.75
2010-11-05,1.0001,2053.771,34907.53,0.3671,0.201,1.475,1.257,86.85,1393.63,394.85,0.28563,0.992,76.548,81.26
2010-11-08,1.0036,2049.692,35252.98,0.3988,0.2112,1.526,1.272,87.06,1409.43,395.65,0.28563,1.002,77.027,81.18
2010-11-09,1.008,2033.847,34888.63,0.4387,0.2234,1.601,1.298,86.72,1393.14,404.3,0.28563,1.005,77.443,81.69
2010-11-10,1.0009,2043.157,34970.54,0.4229,0.2234,1.578,1.296,87.81,1403.98,396.9,0.28563,0.955,77.634,82.28
2010-11-11,1.0033,2034.484,34949.19,0.4231,0.2234,1.579,1.298,87.81,1408.8,402.25,0.28563,0.963,78.217,82.49
2010-11-12,1.0123,2010.569,34453.75,0.5036,0.2437,1.581,1.288,84.88,1368.75,389.35,0.28438,0.943,78.082,82.53
2010-11-15,1.0099,2008.247,34416.56,0.5358,0.2651,1.638,1.307,84.86,1360.58,392.5,0.28438,0.956,78.518,83.07
2010-11-16,1.0223,1976.255,34062.99,0.4957,0.2539,1.579,1.288,82.34,1339.63,372.75,0.28438,0.959,79.21,83.29
2010-11-17,1.0246,1976.999,34220.47,0.4798,0.255,1.584,1.288,80.44,1336.05,372.95,0.28438,0.96,79.084,83.18
2010-11-18,1.019,2007.381,34795.56,0.4961,0.254,1.635,1.304,81.85,1353.43,383.1,0.28438,0.961,78.617,83.52
2010-11-19,1.0168,2012.588,35029.31,0.5047,0.255,1.65,1.309,81.51,1353.63,383.35,0.28438,0.957,78.504,83.55
2010-11-22,1.0187,2009.519,34960.34,0.4642,0.2489,1.614,1.305,81.74,1366.8,375.15,0.28438,0.972,78.682,83.33
2010-11-23,1.0247,1980.894,34595.31,0.4529,0.2428,1.657,1.325,81.25,1376.45,370.25,0.28438,0.988,79.681,83.16
2010-11-24,1.0099,2010.563,34888.61,0.5315,0.2692,1.735,1.393,83.86,1373.31,375.55,0.2875,1.005,79.867,83.54
2010-11-25,1.0092,2010.563,35008.86,0.5315,0.2672,1.739,1.405,83.86,1375.35,#N/A,0.29188,1.009,79.73,83.6
2010-11-26,1.0213,1996.028,34880.57,0.5079,0.2641,1.673,1.393,83.76,1363.8,375.1,0.29438,1.003,80.357,84.1
2010-11-29,1.0181,1993.834,34891.88,0.5079,0.2641,1.663,1.392,85.73,1366.31,375.8,0.29594,1.011,80.835,84.26
2010-11-30,1.0264,1981.839,35046.9,0.4528,0.257,1.615,1.373,84.11,1386.23,382.3,0.30031,1.012,81.195,83.69
2010-12-01,1.017,2024.969,35582.72,0.5315,0.2692,1.673,1.411,86.75,1387.9,394.6,0.30344,1.015,80.713,84.19
2010-12-02,1.0026,2050.963,35623.85,0.5395,0.2672,1.68,1.415,88,1385.15,397.7,0.30344,1.045,80.303,83.82
2010-12-03,1.0039,2056.397,35666.1,0.4683,0.2519,1.636,1.369,89.19,1414.08,399.5,0.30344,1.003,79.377,82.53
2010-12-06,1.0057,2053.805,35928.77,0.4207,0.2366,1.566,1.33,89.38,1423.75,400.4,0.30344,1.006,79.571,82.66
2010-12-07,1.0124,2054.889,35860.2,0.5318,0.2539,1.628,1.361,88.69,1402.08,404.4,0.30219,1.007,79.857,83.49
2010-12-08,1.0112,2063.027,35607.17,0.6275,0.2692,1.695,1.374,88.28,1382.03,409.45,0.30219,1.027,79.997,84.04
2010-12-09,1.0106,2071.119,35648.4,0.6197,0.2672,1.672,1.32,88.37,1387.11,408.15,0.30219,1.015,80.069,83.76
2010-12-10,1.0091,2083.566,35844.88,0.6363,0.2672,1.721,1.352,87.79,1386.13,410.5,0.30156,1.005,80.07,83.95
2010-12-13,1.0074,2083.999,36021.01,0.5802,0.2651,1.677,1.371,88.61,1394.13,419.95,0.30156,1.013,79.284,83.39
2010-12-14,1.0062,2085.93,35978.27,0.6528,0.2722,1.731,1.394,88.28,1396.2,420.15,0.30188,1.016,79.367,83.66
2010-12-15,1.005,2075.29,35843.1,0.6691,0.3028,1.726,1.398,88.62,1380.84,412.65,0.30188,1.014,80.261,84.24
2010-12-16,1.0061,2088.19,35713.65,0.637,0.2947,1.692,1.396,87.7,1370.18,411.05,0.30375,1.013,80.181,83.91
2010-12-17,1.014,2089.948,35768.81,0.6052,0.2875,1.642,1.383,88.02,1375.38,415.3,0.30375,0.999,80.373,83.98
2010-12-20,1.0168,2095.324,35748.07,0.5972,0.2875,1.63,1.376,88.81,1385.3,420.05,0.30281,1.008,80.628,83.77
2010-12-21,1.0171,2108.264,36216.28,0.6055,0.2794,1.633,1.368,89.82,1385.6,427.05,0.30281,1.007,80.718,83.75
2010-12-22,1.0132,2115.694,36259.2,0.63,0.2824,1.666,1.404,90.48,1385.3,426.9,0.30281,1.072,80.727,83.57
2010-12-23,1.0093,2112.373,36241.74,0.6554,0.2824,1.698,1.389,91.51,1380,425.2,0.30281,1.072,80.522,82.91
2010-12-24,1.0083,2112.373,36275.01,0.6474,0.2824,1.701,1.404,91.51,1384.65,#N/A,0.30281,1.05,80.474,82.88
2010-12-27,1.0068,2113.666,36275.01,0.6394,0.2875,1.7,1.416,91,1383.78,427.5,#N/A,1.082,80.366,82.81
2010-12-28,1.001,2115.323,36275.01,0.7433,0.2875,1.7,1.416,91.49,1405.95,432.4,#N/A,1.082,80.365,82.38
2010-12-29,1.0009,2117.834,36484.7,0.6329,0.2682,1.703,1.387,91.12,1411.78,430.9,0.30281,1.072,79.796,81.62
2010-12-30,1,2114.697,36456.71,0.6407,0.2672,1.716,1.399,89.84,1404.65,436.25,0.30281,0.983,79.521,81.53
2010-12-31,0.998,2114.289,36480.62,0.5934,0.2621,1.68,1.434,91.38,1421.4,444.7,0.30281,1.049,79.028,81.12
2011-01-03,0.9938,2138.3,36480.62,0.5933,0.2621,1.681,1.399,91.55,1414.8,445.75,#N/A,1.078,79.127,81.74
2011-01-04,0.9983,2135.525,36382.27,0.6171,0.2621,1.704,1.429,89.38,1380.5,436.9,0.30281,1.071,79.444,82.04
2011-01-05,0.9956,2146.496,36365.52,0.7045,0.2824,1.768,1.464,90.3,1378.25,440.8,0.30281,0.982,80.258,83.25
2011-01-06,0.9966,2142.757,36136.7,0.6648,0.2794,1.749,1.465,88.38,1371.56,432.95,0.30313,1.05,80.791,83.33
2011-01-07,0.9935,2138.807,36030.25,0.5931,0.2672,1.719,1.43,88.03,1369.54,428.25,0.30313,1.041,81.012,83.15
2011-01-10,0.9934,2135.864,35956.47,0.5691,0.258,1.714,1.437,89.25,1375.71,426.45,0.30313,1.041,80.881,82.71
2011-01-11,0.9905,2143.819,36379.86,0.585,0.2519,1.734,1.438,91.11,1381.58,434.9,0.30313,1.042,80.846,83.24
2011-01-12,0.9857,2163.355,36542.74,0.6009,0.257,1.751,1.435,91.86,1387.9,441.15,0.30313,0.966,80.031,83
2011-01-13,0.9892,2159.66,36383.33,0.5768,0.2468,1.773,1.443,91.4,1373.6,437.7,0.30313,1.042,79.191,82.81
2011-01-14,0.9909,2175.683,36553.3,0.5685,0.2529,1.783,1.448,91.54,1361.85,441.2,0.30313,1.034,79.162,82.87
2011-01-17,0.987,2175.683,36493.4,0.5765,0.257,1.79,1.461,91.54,1361.61,#N/A,0.30313,1.042,79.337,82.68
2011-01-18,0.9913,2178.72,36818.72,0.5845,0.2519,1.771,1.431,91.38,1368.34,442.8,0.30313,0.965,78.962,82.56
2011-01-19,0.9957,2156.974,36493.07,0.5683,0.2468,1.69,1.426,90.86,1369.86,437,0.30313,1.054,78.64,82.02
2011-01-20,0.9973,2154.182,36201.16,0.625,0.257,1.721,1.382,88.86,1346.25,427.2,0.30313,1.056,78.823,83.01
2011-01-21,0.9931,2159.43,36004.33,0.6087,0.257,1.727,1.371,89.11,1342.68,430.9,0.30313,1.042,78.213,82.57
2011-01-24,0.9935,2172.031,36262.97,0.625,0.259,1.721,1.395,87.87,1334.4,434.85,0.30313,1.053,78.05,82.53
2011-01-25,0.9968,2172.674,36024.04,0.576,0.2539,1.674,1.367,86.19,1332.43,422.6,0.30438,1.043,78.002,82.25
2011-01-26,0.994,2181.924,36584.02,0.625,0.257,1.674,1.365,87.33,1346,426.7,0.30438,1.043,77.898,82.17
2011-01-27,0.9934,2186.929,36443.17,0.5778,0.2366,1.725,1.348,85.64,1313.53,433.85,0.30438,1.039,77.727,82.92
2011-01-28,1.0013,2147.946,36529.34,0.5385,0.2285,1.675,1.336,89.34,1336.78,437.3,0.30438,1.028,78.133,82.12
2011-01-31,1.001,2164.401,36840.37,0.562,0.2366,1.667,1.335,92.19,1332.68,445.85,0.30438,1.014,77.735,82.04
2011-02-01,0.9906,2200.542,37277.04,0.6013,0.2438,1.709,1.352,90.77,1341.4,454.7,0.3105,1.023,77.067,81.35
2011-02-02,0.9879,2194.944,37189.14,0.6566,0.257,1.749,1.37,90.86,1335.25,454.4,0.3105,1.04,77.158,81.55
2011-02-03,0.9911,2200.423,37627.53,0.7042,0.2672,1.766,1.378,90.54,1354.35,454.45,0.3105,1.033,77.748,81.63
2011-02-04,0.9873,2206.797,37492.98,0.7444,0.2722,1.836,1.405,89.03,1348.93,457.95,0.3115,0.957,78.044,82.18
2011-02-07,0.9908,2220.603,37547.56,0.7606,0.2743,1.834,1.41,87.48,1351.28,457.5,0.312,1.038,78.029,82.33
2011-02-08,0.9952,2230.589,37767.46,0.8488,0.2844,1.882,1.418,86.94,1363.98,457.4,0.312,0.967,77.999,82.36
2011-02-09,0.9938,2224.641,37475.81,0.793,0.2926,1.87,1.408,86.71,1363.73,452.4,0.312,1.039,77.641,82.36
2011-02-10,0.9953,2226.51,37628.9,0.8334,0.2875,1.875,1.407,86.73,1363.8,454.35,0.312,1.041,78.25,83.23
2011-02-11,0.9874,2239.083,37433.89,0.8342,0.2824,1.903,1.415,85.58,1356.95,453.6,0.313,1.033,78.46,83.43
2011-02-14,0.9891,2244.887,37825.47,0.8426,0.2824,1.924,1.436,84.81,1361.78,462.85,0.314,1.042,78.614,83.32
2011-02-15,0.9898,2237.896,37876.55,0.8186,0.2824,1.921,1.439,84.32,1373.85,453.6,0.3135,1.038,78.573,83.77
2011-02-16,0.9849,2252.298,38229.97,0.827,0.2743,1.939,1.44,84.99,1374.39,447,0.3135,0.97,78.223,83.68
2011-02-17,0.9843,2259.416,38444.51,0.7624,0.259,1.902,1.432,86.36,1384.08,448.4,0.3135,0.96,77.995,83.31
2011-02-18,0.9868,2263.786,38415.47,0.7469,0.257,1.883,1.418,86.2,1389.99,448.2,0.3125,0.943,77.664,83.18
2011-02-21,0.983,2263.786,38415.47,0.7553,0.257,1.883,1.415,86.2,1406.45,#N/A,0.3125,0.958,77.689,83.14
2011-02-22,0.9907,2217.348,37982.11,0.6902,0.2468,1.794,1.385,93.57,1399.14,434.7,0.3125,0.957,77.768,82.77
2011-02-23,0.9895,2203.891,37963.14,0.7433,0.2417,1.798,1.401,98.1,1411.64,427.55,0.3115,1.024,77.409,82.51
2011-02-24,0.9826,2202.228,37734.17,0.7354,0.2366,1.8,1.395,97.28,1402.66,432.65,0.3105,1.019,77.057,81.89
2011-02-25,0.9774,2226.048,38239.97,0.7117,0.2366,1.783,1.401,97.88,1410.65,443.6,0.3105,1.007,77.275,81.68
2011-02-28,0.9716,2238.551,38474.92,0.6802,0.2366,1.844,1.439,96.97,1411.33,447.8,0.3095,1.021,76.889,81.78
2011-03-01,0.9748,2203.315,38440.38,0.6408,0.2234,1.791,1.423,99.63,1433.38,449.05,0.3095,1.014,77.049,81.86
2011-03-02,0.9731,2207.236,38502.2,0.6883,0.2315,1.829,1.42,102.23,1434.4,448,0.3095,1.03,76.671,81.87
2011-03-03,0.972,2245.33,38695.86,0.7598,0.2468,1.879,1.453,101.91,1415.88,447.5,0.3095,1.029,76.483,82.45
2011-03-04,0.9734,2228.779,38799.44,0.6807,0.2295,1.845,1.433,104.42,1430.95,447.2,0.3095,1.02,76.4,82.32
2011-03-07,0.9733,2210.264,38362.74,0.6967,0.2285,1.856,1.443,105.44,1432.05,431.3,0.3095,1.027,76.496,82.24
2011-03-08,0.9714,2230.396,38152.21,0.7207,0.2285,1.886,1.454,105.02,1428.88,432.5,0.3095,0.962,76.798,82.67
2011-03-09,0.9685,2227.701,37808.45,0.6889,0.2424,1.851,1.445,104.38,1430.75,419.95,0.3095,1.027,76.721,82.74
2011-03-10,0.976,2185.653,37138.22,0.633,0.2271,1.778,1.412,102.7,1411.85,418.45,0.3095,1.013,77.276,82.98
2011-03-11,0.9732,2201.807,37256.87,0.641,0.222,1.748,1.373,101.16,1417.65,419.5,0.3095,0.943,76.776,81.84
2011-03-14,0.9738,2188.562,37107.61,0.5928,0.2128,1.672,1.331,101.19,1426.43,417.35,0.309,0.967,76.349,81.63
2011-03-15,0.9859,2164.062,36913.12,0.6008,0.2169,1.628,1.275,97.18,1395.7,412.5,0.309,0.939,76.328,80.72
2011-03-16,0.9914,2121.937,36860.1,0.5445,0.2026,1.533,1.28,97.98,1399.03,418.7,0.309,0.92,76.681,79.59
2011-03-17,0.9848,2150.425,37464.05,0.5845,0.2138,1.605,1.262,101.42,1403.81,433.6,0.309,0.921,76.041,78.89
2011-03-18,0.9843,2159.693,37583.97,0.5845,0.2098,1.607,1.27,101.07,1418.56,432.95,0.309,0.918,75.718,80.58
2011-03-21,0.9778,2192.088,38198.79,0.6331,0.223,1.686,1.299,102.33,1427.79,427.55,0.309,0.926,75.401,81.03
2011-03-22,0.9807,2184.57,38165.27,0.6494,0.2271,1.672,1.312,104,1427.85,430.35,0.309,0.912,75.434,80.97
2011-03-23,0.9816,2190.964,38405.06,0.6575,0.2271,1.68,1.3,105.75,1437.43,441.85,0.308,#N/A,75.794,80.92
2011-03-24,0.9752,2211.425,38255.5,0.6902,0.2373,1.711,1.312,105.6,1430.43,441.4,0.3085,0.924,75.656,80.97
2011-03-25,0.9805,2218.418,38282.84,0.7315,0.2577,1.732,1.33,105.4,1429.88,440.85,0.3075,0.928,76.217,81.34
2011-03-28,0.9779,2212.324,37883.18,0.7481,0.2699,1.753,1.33,103.98,1420.3,434.05,0.307,0.935,76.128,81.69
2011-03-29,0.9744,2228.406,38013.64,0.8131,0.273,1.798,1.344,104.79,1418.45,433.75,0.307,0.933,76.249,82.48
2011-03-30,0.971,2243.552,38433.94,0.7816,0.2628,1.777,1.344,104.27,1422.98,427.4,0.3045,#N/A,76.118,82.89
2011-03-31,0.9706,2239.441,38522.86,0.8211,0.273,1.831,1.367,106.72,1432.2,430.75,0.303,0.956,75.857,83.13
2011-04-01,0.9632,2250.583,38588.03,0.7976,0.2271,1.833,1.394,107.94,1428.73,425.85,0.301,0.954,75.833,84.06
2011-04-04,0.967,2251.642,38828.88,0.7579,0.1883,1.812,1.399,108.47,1434.03,425.5,0.29675,0.963,75.912,84.06
2011-04-05,0.9638,2251.26,38971.39,0.8136,0.2332,1.869,1.399,108.34,1455.85,426.45,0.29375,#N/A,75.882,84.87
2011-04-06,0.9608,2257.105,38787.42,0.8297,0.2751,1.885,1.41,108.83,1459.75,437,0.29263,0.982,75.514,85.49
2011-04-07,0.9582,2253.761,38528.31,0.7819,0.2526,1.887,1.41,110.3,1458.2,441.65,0.2895,0.984,75.585,84.91
2011-04-08,0.9554,2244.735,38803.22,0.8061,0.2546,1.899,1.41,112.79,1474.91,450.15,0.28525,#N/A,75.066,84.76
2011-04-11,0.9566,2238.507,38225.41,0.8222,0.2485,1.943,1.447,109.92,1463.15,446,0.28275,#N/A,75.056,84.6
2011-04-12,0.9634,2221.121,37694.88,0.7419,0.2281,1.859,1.437,106.25,1452.98,438.35,0.28075,0.973,74.853,83.58
2011-04-13,0.9623,2221.772,37784.76,0.7259,0.222,1.826,1.445,107.11,1457.36,429.45,0.278,0.953,74.98,83.84
2011-04-14,0.9611,2221.987,37752.5,0.7661,0.2373,1.824,1.409,108.11,1474.15,428.4,0.2755,0.943,74.685,83.5
2011-04-15,0.9592,2230.705,37690.53,0.6934,0.222,1.747,1.409,109.66,1486.88,425.75,0.27475,0.94,74.832,83.13
2011-04-18,0.9642,2206.152,37426.44,0.661,0.2067,1.695,1.409,107.12,1495.3,419.8,0.274,0.945,75.504,82.66
2011-04-19,0.9561,2218.863,37520.77,0.6447,0.2118,1.772,1.419,108.15,1496.4,422.95,0.27375,0.971,75.029,82.59
2011-04-20,0.9525,2248.904,37961.37,0.6608,0.2118,1.811,1.438,111.45,1502.4,433.95,0.27375,0.97,74.368,82.56
2011-04-21,0.9532,2260.836,38181.78,0.6603,0.2067,1.811,1.435,112.29,1504.88,440,0.27375,0.952,74.109,81.85
2011-04-22,0.9545,2260.836,38181.78,0.652,0.2067,1.81,1.435,112.29,1507.04,#N/A,#N/A,#N/A,74.108,81.88
2011-04-25,0.9544,2257.239,38004.98,0.6355,0.2016,1.798,1.44,112.28,1507.23,430.3,#N/A,0.979,73.986,81.83
2011-04-26,0.9516,2277.511,38009.84,0.6029,0.1965,1.745,1.442,112.21,1506.25,431.9,0.27275,0.962,73.837,81.55
2011-04-27,0.9497,2292.135,37976.21,0.6408,0.1965,1.781,1.439,112.76,1527.05,422.8,0.27325,0.985,73.519,82.16
2011-04-28,0.9506,2300.461,37991.49,0.6171,0.1914,1.736,1.41,112.86,1536.2,424.5,0.273,0.993,73.121,81.54
2011-04-29,0.9451,2305.763,38129.27,0.6013,0.1832,1.707,1.384,113.93,1563.7,416.55,#N/A,0.986,72.933,81.19
2011-05-02,0.9506,2301.721,38101.17,0.6013,0.1812,1.708,1.382,113.52,1545.45,418.25,#N/A,0.991,72.951,81.23
2011-05-03,0.9526,2293.951,37439.09,0.6013,0.1659,1.701,1.374,111.05,1535.9,424,0.27225,0.979,73.14,80.94
2011-05-04,0.9594,2278.634,37217.48,0.5854,0.1833,1.688,1.37,109.24,1516.22,412.05,0.27025,0.97,73.031,80.61
2011-05-05,0.9669,2258.076,36791.07,0.5734,0.1731,1.652,1.344,99.8,1474.3,398.55,0.26825,0.981,74.194,80.07
2011-05-06,0.9666,2266.972,37096.51,0.5493,0.1629,1.664,1.349,97.18,1495.58,396.35,0.267,0.972,74.841,80.63
2011-05-09,0.9618,2277.302,37398.76,0.5453,0.1578,1.668,1.346,102.55,1513.73,400.4,0.26575,0.989,74.737,80.36
2011-05-10,0.9568,2295.724,37305.04,0.585,0.168,1.727,1.367,103.88,1516.26,402.95,0.264,0.982,74.611,80.88
2011-05-11,0.9619,2271.47,36704.87,0.545,0.168,1.699,1.421,98.21,1501.41,390.2,0.26225,0.996,75.327,81.05
2011-05-12,0.9627,2282.845,36623.07,0.5509,0.168,1.707,1.422,98.97,1505.88,396.05,0.26075,0.989,75.24,80.94
2011-05-13,0.9686,2264.517,36594.97,0.5325,0.1629,1.693,1.376,99.65,1495.15,397.5,0.2605,0.983,75.757,80.8
2011-05-16,0.9758,2250.607,36633.8,0.5204,0.1629,1.669,1.349,97.37,1489.33,398.3,0.2605,0.98,75.47,80.79
2011-05-17,0.9721,2250.348,36773.22,0.5202,0.1629,1.641,1.324,96.91,1486.7,399.1,0.25975,0.97,75.399,81.42
2011-05-18,0.9701,2270.565,37230.48,0.5523,0.168,1.687,1.339,100.1,1496.98,409.95,0.26,0.966,75.475,81.68
2011-05-19,0.9676,2275.707,37280.4,0.524,0.168,1.687,1.344,98.44,1493.28,404.7,0.2585,0.974,75.123,81.61
2011-05-20,0.9742,2258.213,37360.55,0.5114,0.1629,1.612,1.311,99.49,1512.23,411.9,0.2575,0.955,75.435,81.7
2011-05-23,0.978,2231.309,37360.55,0.5234,0.1679,1.599,1.311,97.7,1517.1,399,0.25675,#N/A,76.104,82.01
2011-05-24,0.9767,2229.494,37207.94,0.5029,0.1679,1.603,1.286,99.59,1526.64,401.25,0.255,0.962,75.882,81.95
2011-05-25,0.9774,2236.749,37637.77,0.5354,0.1679,1.59,1.289,101.32,1525.35,410.2,0.2545,0.961,75.932,81.97
2011-05-26,0.9777,2246.126,37704.64,0.4843,0.1578,1.529,1.247,100.23,1519.2,410.7,0.254,0.969,75.549,81.29
2011-05-27,0.9761,2255.744,37778.54,0.4764,0.1527,1.512,1.234,100.59,1536.4,418.6,0.25388,0.969,74.954,80.8
2011-05-30,0.9771,2255.744,37869.37,0.4764,0.1527,1.503,1.237,100.59,1538.46,#N/A,#N/A,0.976,74.958,80.94
2011-05-31,0.9685,2279.663,37798.54,0.4685,0.1578,1.54,1.255,102.7,1535.73,417.75,0.25288,0.967,74.638,81.52
2011-06-01,0.9772,2227.962,37052.73,0.4331,0.1527,1.453,1.24,100.29,1539.83,410.65,0.25288,0.974,74.677,80.95
2011-06-02,0.9759,2225.363,37029.79,0.4566,0.1832,1.485,1.253,100.4,1533.65,408.45,0.252,0.964,74.333,80.9
2011-06-03,0.9778,2203.811,37025.42,0.4248,0.1731,1.434,1.22,100.22,1542.28,413.45,0.252,0.968,73.783,80.34
2011-06-06,0.9809,2180.136,36479.68,0.4207,0.168,1.433,1.219,99.01,1544.58,414.2,0.25175,0.982,73.952,80.1
2011-06-07,0.9745,2178.145,36388.03,0.4047,0.1629,1.45,1.226,99.09,1544.13,414.95,0.25175,0.961,73.521,80.09
2011-06-08,0.9793,2169.501,36122.42,0.3808,0.1578,1.431,1.226,100.74,1537.6,410.85,0.25025,0.979,73.93,79.89
2011-06-09,0.973,2185.519,36319.6,0.4164,0.1629,1.443,1.226,101.93,1543.98,410.75,0.2495,0.98,74.192,80.36
2011-06-10,0.9799,2154.996,35849,0.3981,0.168,1.449,1.238,99.29,1531.27,405.6,0.2485,#N/A,74.795,80.32
2011-06-13,0.9761,2157.152,35483.05,0.3919,0.1629,1.466,1.237,97.3,1515.65,403.45,0.247,0.978,74.512,80.24
2011-06-14,0.9682,2184.479,35919.12,0.4398,0.173,1.519,1.259,99.37,1523.98,415.5,0.24525,0.985,74.332,80.49
2011-06-15,0.9791,2146.447,35577.23,0.3756,0.1629,1.416,1.244,94.81,1530.98,412.2,0.245,0.986,75.601,80.96
2011-06-16,0.9812,2150.578,35251.39,0.3795,0.1629,1.48,1.206,94.95,1529.58,411.75,0.2465,0.971,75.752,80.63
2011-06-17,0.9794,2157.145,35078.41,0.3749,0.1578,1.497,1.207,93.01,1539.4,410.2,0.2465,0.96,74.988,80.05
2011-06-20,0.9798,2168.799,35265.49,0.3707,0.1578,1.514,1.222,93.26,1540.6,407.35,0.2465,0.964,75.029,80.25
2011-06-21,0.9711,2198.15,35832.14,0.3665,0.1578,1.523,1.224,93.4,1546.28,408.85,0.2455,0.944,74.541,80.21
2011-06-22,0.9739,2184.026,35826.32,0.3703,0.1527,1.514,1.223,95.41,1548.95,408.8,0.2455,0.941,74.783,80.29
2011-06-23,0.979,2177.854,35604.5,0.3418,0.1374,1.448,1.192,91.02,1521.4,403.9,0.2465,0.883,75.447,80.51
2011-06-24,0.9886,2152.31,35418.66,0.329,0.1374,1.39,1.154,91.16,1502.55,409.85,0.24625,0.874,75.665,80.43
2011-06-27,0.9861,2172.079,35577.08,0.3939,0.1527,1.403,1.165,90.61,1497.93,405.15,0.24575,0.89,75.392,80.89
2011-06-28,0.9812,2200.684,35987.38,0.4732,0.1781,1.454,1.195,92.89,1501.25,409.2,0.24575,0.896,75.063,81.12
2011-06-29,0.9695,2219.198,36218.37,0.4614,0.1883,1.564,1.218,94.77,1512.33,420.95,0.24575,0.914,74.691,80.78
2011-06-30,0.9634,2241.663,36539.76,0.4576,0.1832,1.594,1.254,95.42,1500.18,427.2,0.24575,0.9,74.303,80.56
2011-07-01,0.9585,2274.258,36539.76,0.4719,0.1883,1.604,1.254,94.94,1487.43,429.2,0.24575,#N/A,74.349,80.83
2011-07-04,0.9611,2274.258,36788.68,0.4719,0.1883,1.583,1.249,94.94,1496.2,#N/A,0.24575,0.917,74.275,80.8
2011-07-05,0.9634,2271.289,36895.76,0.4265,0.1781,1.565,1.245,96.89,1515.7,433.9,0.24575,0.927,74.691,81.07
2011-07-06,0.9653,2274.421,36836.06,0.4226,0.168,1.538,1.23,96.65,1528.98,432.65,0.24575,#N/A,75.122,80.91
2011-07-07,0.9587,2298.311,36844.53,0.4683,0.1832,1.58,1.23,98.67,1532.36,443.2,0.24605,0.949,74.957,81.25
2011-07-08,0.9627,2282.323,36750.26,0.3909,0.1629,1.504,1.269,96.2,1544.15,440.25,0.24605,0.946,75.179,80.64
2011-07-11,0.9688,2241.072,36222.7,0.3551,0.1527,1.426,1.189,95.15,1553.48,435.85,0.24605,0.947,75.989,80.26
2011-07-12,0.9666,2231.153,36372.84,0.351,0.1527,1.448,1.206,97.43,1567.76,438.15,0.249,0.945,75.809,79.24
2011-07-13,0.9582,2238.288,36626.98,0.351,0.1476,1.45,1.203,98.05,1582.38,439.45,0.24925,0.947,75.208,78.98
2011-07-14,0.9606,2223.286,36429.06,0.367,0.1374,1.467,1.217,95.69,1587.23,437.2,0.24975,0.939,75.253,79.14
2011-07-15,0.9532,2235.646,36557.21,0.3529,0.1425,1.416,1.196,97.24,1593.6,440.5,0.24975,0.94,75.126,79.13
2011-07-18,0.9597,2217.545,36432.82,0.3629,0.1425,1.39,1.189,95.93,1604.79,439.6,0.25125,0.946,75.483,79.04
2011-07-19,0.9501,2253.711,36649.56,0.371,0.1629,1.484,1.277,97.5,1588.5,446.05,0.252,0.939,75.221,79.18
2011-07-20,0.9474,2252.525,36672.46,0.379,0.1629,1.527,1.301,98.14,1600.4,442.85,0.253,0.946,74.792,78.78
2011-07-21,0.9433,2283.227,36930.11,0.3993,0.1679,1.555,1.319,99.13,1590.55,437.75,0.253,0.948,74.015,78.3
2011-07-22,0.948,2285.343,37114.1,0.3872,0.1679,1.497,1.289,99.87,1601.33,440.45,0.253,0.943,74.201,78.54
2011-07-25,0.9472,2272.474,36952.67,0.4075,0.1781,1.505,1.285,99.2,1614.02,440.15,0.2521,0.949,74.064,78.29
2011-07-26,0.9443,2263.145,36580.31,0.3872,0.1883,1.482,1.265,99.59,1619.32,447.4,0.2526,0.949,73.474,77.88
2011-07-27,0.9498,2217.288,35855.99,0.4419,0.2036,1.475,1.256,97.4,1613.47,444.05,0.25285,0.947,74.087,77.98
2011-07-28,0.9493,2210.329,35908.01,0.4183,0.1985,1.482,1.279,97.44,1615.95,446.95,0.25395,0.95,74.222,77.67
2011-07-29,0.9552,2196.079,35626.87,0.3554,0.1985,1.395,1.21,95.7,1627.05,447.95,0.2555,0.924,73.897,76.76
2011-08-01,0.957,2187.003,35626.87,0.3671,0.1934,1.383,1.21,94.89,1619.38,441,0.25722,#N/A,74.262,77.21
2011-08-02,0.9613,2131.103,35094.89,0.3159,0.1527,1.256,1.161,93.79,1659.4,439.5,0.26444,0.933,74.513,77.15
2011-08-03,0.9621,2142.565,35270.21,0.3336,0.1425,1.254,1.161,91.93,1661.72,432.6,0.26828,0.927,74.044,77.06
2011-08-04,0.9815,2040.203,34070.62,0.2547,0.0967,1.021,0.989,86.63,1646.52,423.55,0.26939,0.91,75.124,78.89
2011-08-05,0.982,2039.044,33470.77,0.2878,0.1068,1.075,0.992,86.88,1663.95,411.7,0.27161,0.883,74.598,78.4
2011-08-08,0.9945,1903.474,32119.69,0.2599,0.1119,0.808,0.777,81.31,1719.45,396.15,0.27478,0.847,74.791,77.77
2011-08-09,0.9772,1993.761,33326.62,0.1924,0.0967,0.858,0.777,79.3,1740.95,397,0.27839,0.837,74.605,76.96
