,USDCAD Curncy,S&P 500 Total Return Index,S&P/TSX Composite Total Return Index,USGG2YR Index,USGG12M Index,GCAN2YR Index,GCAN12M Index,CL1 Comdty,XAU Curncy,HG1 Comdty,US0003M Index,GCAN3M Index,DXY Curncy,USDJPY Curncy
2012-12-27,0.9952,2489.972,35508.65,0.2622,0.1421,1.138,1.107,90.87,1664.1,359,0.311,0.929,79.62,86.1
2012-12-28,0.997,2462.707,35359.31,0.2465,0.137,1.128,1.107,90.8,1655.7,358.95,0.308,0.932,79.678,85.96
2012-12-31,0.9921,2504.443,35696.72,0.2468,0.137,1.141,1.098,91.82,1675.35,365.25,0.306,0.928,79.769,86.75
2013-01-01,0.9934,2504.443,35696.72,0.2468,0.137,1.141,1.098,91.82,1675.92,#N/A,#N/A,#N/A,79.736,86.7
2013-01-02,0.9849,2568.553,36022.05,0.2549,0.137,1.171,1.123,93.12,1686.89,373.6,0.305,0.925,79.845,87.34
2013-01-03,0.9878,2563.187,35820.47,0.2669,0.137,1.188,1.128,92.92,1663.99,371.7,0.305,0.91,80.382,87.24
2013-01-04,0.9872,2575.659,36022.6,0.2635,0.137,1.207,1.133,93.09,1656.1,369.35,0.305,0.924,80.499,88.15
2013-01-07,0.9859,2567.629,35904.09,0.2637,0.1319,1.207,1.131,93.19,1646.92,367.8,0.305,0.914,80.256,87.79
2013-01-08,0.9867,2560.172,35919.26,0.252,0.1319,1.167,1.11,93.15,1659.13,367.2,0.305,0.917,80.345,87.05
2013-01-09,0.9876,2567.018,35969.33,0.2402,0.1319,1.168,1.101,93.1,1657.63,367.05,0.305,0.915,80.557,87.88
2013-01-10,0.9832,2586.522,36191.94,0.2483,0.1319,1.198,1.111,93.82,1675.36,370.9,0.305,0.921,79.738,88.78
2013-01-11,0.9848,2586.685,36201.07,0.2489,0.1319,1.193,1.115,93.56,1662.98,365.4,0.304,0.921,79.563,89.18
2013-01-14,0.9837,2584.268,36203.68,0.245,0.1319,1.192,1.115,94.14,1667.8,363.4,0.304,#N/A,79.488,89.48
2013-01-15,0.9843,2587.2,36321.56,0.2452,0.137,1.182,1.093,93.28,1679.62,363.75,0.303,0.912,79.779,88.79
2013-01-16,0.9859,2588.017,36226.3,0.2413,0.137,1.17,1.088,94.24,1679.93,360.65,0.303,0.91,79.804,88.38
2013-01-17,0.9858,2602.64,36415.67,0.2616,0.1421,1.198,1.107,95.49,1687.64,366.2,0.302,0.91,79.649,89.88
2013-01-18,0.9917,2611.545,36568.35,0.2503,0.1319,1.18,1.104,95.56,1684.25,367.9,0.302,0.909,80.036,90.1
2013-01-21,0.9929,2611.545,36765.36,0.2503,0.1319,1.19,1.104,95.56,1690.05,#N/A,0.302,#N/A,80.036,89.6
2013-01-22,0.9919,2623.221,36873.33,0.2423,0.1319,1.175,1.101,96.24,1692.75,370.5,0.302,0.909,79.874,88.71
2013-01-23,0.9992,2627.229,36786.78,0.2344,0.1319,1.126,1.071,95.23,1685.84,368.45,0.301,0.908,79.92,88.61
2013-01-24,1.0026,2627.329,36871.94,0.2386,0.1319,1.124,1.065,95.95,1667.97,367.65,0.3005,0.909,79.949,90.33
2013-01-25,1.0058,2641.641,36851.84,0.2718,0.137,1.142,1.059,95.88,1658.65,365.2,0.3005,0.91,79.748,90.91
2013-01-28,1.0063,2636.831,36849.79,0.274,0.137,1.154,1.068,96.44,1655.61,366.15,0.3015,0.917,79.78,90.86
2013-01-29,1.0009,2650.43,36904.64,0.2774,0.137,1.164,1.067,97.57,1663.8,369.15,0.3005,0.917,79.564,90.73
2013-01-30,1.0014,2640.77,36814.86,0.2657,0.1319,1.166,1.077,97.94,1677,375,0.2985,0.932,79.281,91.08
2013-01-31,0.9972,2634.161,36500.6,0.2618,0.1319,1.157,1.062,97.49,1663.7,373.2,0.298,0.932,79.207,91.71
2013-02-01,0.9965,2660.699,36741.57,0.2618,0.1319,1.187,1.078,97.77,1667.4,378.45,0.2955,0.932,79.125,92.77
2013-02-04,0.9988,2630.051,36594.24,0.25,0.1268,1.156,1.077,96.17,1674.3,376.85,0.2955,0.937,79.554,92.38
2013-02-05,0.9956,2657.764,36675.57,0.254,0.1319,1.17,1.082,96.64,1672.95,377,0.2955,0.931,79.488,93.63
2013-02-06,0.9956,2659.553,36721.46,0.246,0.1421,1.156,1.065,96.62,1677.57,374.05,0.293,0.934,79.721,93.64
2013-02-07,0.9979,2655.836,36705.12,0.25,0.1421,1.152,1.065,95.83,1671.4,372.7,0.292,0.931,80.192,93.63
2013-02-08,1.002,2670.852,36835.51,0.25,0.1421,1.107,1.049,95.72,1667.25,375.95,0.292,0.927,80.246,92.68
2013-02-11,1.0048,2669.366,36683.29,0.254,0.1421,1.111,1.053,97.03,1648.07,372.25,0.2931,0.933,80.31,94.32
2013-02-12,1.0023,2673.768,36803.64,0.262,0.1421,1.119,1.052,97.51,1651.33,374.4,0.2921,0.934,80.106,93.48
2013-02-13,1.0018,2676.601,36771.58,0.274,0.1472,1.15,1.052,97.01,1642.5,374.25,0.2901,0.939,80.091,93.39
2013-02-14,1.0009,2678.769,36618.2,0.262,0.1472,1.127,1.062,97.31,1634.85,373.75,0.2901,0.939,80.458,92.88
2013-02-15,1.0064,2676.208,36522.66,0.2661,0.1472,1.131,1.061,95.86,1610.15,373.7,0.2901,0.938,80.58,93.5
2013-02-18,1.0107,2676.208,36522.66,0.2661,0.1472,1.131,1.061,95.86,1609.78,#N/A,0.2891,#N/A,80.627,93.96
2013-02-19,1.0112,2696.265,36878.64,0.2701,0.1523,1.136,1.064,96.66,1605.05,364.95,0.2891,0.947,80.468,93.57
2013-02-20,1.0167,2662.936,36605.81,0.2581,0.1472,1.123,1.063,94.46,1564.55,360.8,0.2891,0.947,81.069,93.57
2013-02-21,1.0185,2646.746,36398.52,0.25,0.1472,1.107,1.057,92.84,1576.27,355.3,0.2881,0.953,81.461,93.11
2013-02-22,1.0215,2670.356,36576.06,0.248,0.1522,1.065,1.041,93.13,1581.16,353.3,0.2881,0.947,81.482,93.42
2013-02-25,1.0262,2621.462,36435.09,0.2378,0.1472,1.014,1.027,93.11,1593.46,354.3,0.2866,0.952,81.67,91.82
2013-02-26,1.0261,2637.894,36481.9,0.2422,0.1472,1.009,1.022,92.63,1613.76,356.65,0.2866,0.953,81.87,91.98
2013-02-27,1.0229,2672.106,36693.55,0.2422,0.1472,1,1.017,92.76,1597.1,354.5,0.2871,0.96,81.602,92.24
2013-02-28,1.0306,2669.919,36958.92,0.2343,0.1522,0.949,1.007,92.05,1579.61,352.75,0.2871,0.959,81.949,92.56
2013-03-01,1.0268,2676.175,36818.95,0.2342,0.1472,0.937,0.996,90.68,1576.18,348.15,0.2841,0.951,82.313,93.59
2013-03-04,1.0273,2688.544,36629.53,0.2342,0.1472,0.94,0.997,90.12,1573.83,348.3,0.2831,0.96,82.195,93.48
2013-03-05,1.0269,2714.352,36718.83,0.2381,0.1421,0.955,1.006,90.82,1575.5,349.65,0.2811,0.959,82.087,93.29
2013-03-06,1.032,2718.071,36996.27,0.246,0.1523,0.931,1.006,90.43,1583.97,347.4,0.2796,0.958,82.459,94.07
2013-03-07,1.0294,2723.272,36987.54,0.25,0.1472,0.951,1.007,91.56,1579,350.15,0.2806,0.959,82.081,94.82
2013-03-08,1.0287,2735.669,37013.78,0.25,0.1472,0.984,1.024,91.95,1578.97,349.15,0.2801,0.954,82.696,96
2013-03-11,1.0259,2744.812,37082.28,0.254,0.1472,0.98,1.026,92.06,1581.6,350,0.2801,0.959,82.573,96.28
2013-03-12,1.0257,2738.354,37143.2,0.254,0.1472,0.956,1.02,92.54,1592.8,353.8,0.2811,0.96,82.584,96.08
2013-03-13,1.0276,2742.873,36785.67,0.258,0.1421,0.975,1.02,92.52,1587.7,350.95,0.2801,0.958,82.889,96.13
2013-03-14,1.0222,2758.299,36951.55,0.262,0.1421,1.005,1.024,93.03,1590.19,352.35,0.2801,0.961,82.606,96.11
2013-03-15,1.0194,2753.822,37039.04,0.25,0.137,0.991,1.025,93.45,1592.1,350.8,0.2801,0.952,82.261,95.28
2013-03-18,1.0222,2738.678,36899.82,0.242,0.1319,0.985,1.026,93.74,1605.49,341.7,0.2801,0.955,82.694,95.21
2013-03-19,1.0268,2732.09,36879.64,0.2379,0.1269,0.969,1.017,92.16,1612.87,339.55,0.2821,0.961,82.989,95.16
2013-03-20,1.026,2750.417,37036.9,0.246,0.1319,0.983,1.017,92.96,1606.92,343.55,0.2841,0.958,82.779,96.01
2013-03-21,1.0252,2727.689,36810.97,0.246,0.1269,0.985,1.018,92.45,1614.85,342.3,0.2841,0.961,82.74,94.9
2013-03-22,1.0232,2747.246,36838.33,0.25,0.1269,0.996,1.019,93.71,1608.55,345.4,0.2846,0.964,82.376,94.46
2013-03-25,1.0213,2738.08,36617.38,0.2419,0.1269,1,1.027,94.81,1605.3,343.5,0.2831,0.967,82.828,94.17
2013-03-26,1.0161,2760.321,36742.86,0.2459,0.1268,1.007,1.035,96.34,1600.05,343.25,0.2836,0.963,82.881,94.44
2013-03-27,1.016,2758.852,36723.89,0.2422,0.1218,0.997,1.033,96.58,1605.27,344.35,0.2836,0.971,83.221,94.46
2013-03-28,1.0162,2770.05,36887.77,0.2422,0.1218,1.002,1.034,97.23,1596.97,340.2,0.2826,0.972,82.996,94.15
2013-03-29,1.0174,2770.05,36887.77,0.2421,0.1218,1.002,1.04,97.23,1597.5,#N/A,#N/A,0.979,82.976,94.22
2013-04-01,1.0168,2757.826,36747.4,0.2382,0.1268,0.995,1.032,97.07,1599.52,337.45,#N/A,0.979,82.733,93.23
2013-04-02,1.0148,2772.112,36711.3,0.2382,0.1268,1.005,1.038,97.19,1575.89,337.85,0.2821,0.979,82.924,93.44
2013-04-03,1.0146,2743.38,35959.58,0.2264,0.1269,0.995,1.039,94.45,1557.9,333.3,0.2811,0.977,82.718,93.04
2013-04-04,1.0127,2754.67,35788.59,0.2263,0.1319,0.993,1.039,93.26,1554.8,335.15,0.2804,0.979,82.677,96.34
2013-04-05,1.0176,2742.857,35698.27,0.2282,0.1269,0.98,1.028,92.7,1581.25,334.4,0.2794,0.972,82.496,97.57
2013-04-08,1.0166,2761.049,35735.57,0.2302,0.1269,0.992,1.039,93.36,1573.47,337.1,0.2794,0.978,82.752,99.36
2013-04-09,1.0164,2770.842,36145.57,0.2301,0.1218,0.997,1.033,94.2,1585.35,344.15,0.2781,0.972,82.309,99.02
2013-04-10,1.0142,2804.806,36293.07,0.2301,0.1269,0.995,1.033,94.64,1558.42,341.8,0.2771,0.975,82.532,99.78
2013-04-11,1.0105,2815.019,36139.87,0.2301,0.1218,0.98,1.036,93.51,1561.5,343.35,0.2771,0.973,82.247,99.68
2013-04-12,1.0136,2807.098,35725.54,0.226,0.1167,0.952,1.024,91.29,1482.75,335,0.2776,0.967,82.311,98.37
2013-04-15,1.0256,2742.627,34762.13,0.218,0.1116,0.934,1.014,88.71,1348.21,327.3,0.2776,0.977,82.417,96.77
2013-04-16,1.0207,2781.855,35096.26,0.2259,0.1116,0.939,1.018,88.72,1367.36,330.55,0.2771,0.977,81.749,97.54
2013-04-17,1.0266,2742.013,34596.35,0.2259,0.1116,0.932,1.014,86.68,1376.25,318.75,0.2761,0.976,82.684,98.12
2013-04-18,1.0264,2723.724,34740.01,0.2259,0.1065,0.94,1.014,87.73,1390.5,320.45,0.2761,0.977,82.559,98.17
2013-04-19,1.0266,2747.939,34940.43,0.2298,0.1065,0.94,1.019,88.01,1403.79,314.85,0.2761,0.978,82.714,99.52
2013-04-22,1.0256,2760.799,35013.34,0.2217,0.1015,0.942,1.021,88.76,1426.45,313.1,0.2751,0.981,82.676,99.23
2013-04-23,1.0257,2789.557,35037.46,0.2257,0.1015,0.943,1.022,89.18,1413,309.3,0.2756,0.982,83.048,99.48
2013-04-24,1.0256,2789.932,35557.58,0.2269,0.1065,0.945,1.022,91.43,1431.99,315.7,0.2756,0.993,83.048,99.51
2013-04-25,1.0198,2801.278,35728.79,0.2249,0.1015,0.947,1.023,93.64,1467.9,323.7,0.2756,0.99,82.744,99.26
2013-04-26,1.0167,2796.239,35423.76,0.2112,0.1015,0.937,1.02,93,1461.92,318.45,0.2756,0.983,82.502,98.05
2013-04-29,1.0112,2816.39,35706.74,0.2072,0.1015,0.932,1.023,94.5,1475.84,322.55,0.2741,0.986,82.147,97.76
2013-04-30,1.0073,2823.419,36123.83,0.2074,0.1015,0.924,1.022,93.46,1476.71,318.75,0.2731,0.988,81.746,97.45
2013-05-01,1.0083,2797.279,35732.18,0.1996,0.1065,0.916,1.019,91.03,1457.64,308.25,0.2731,0.987,81.484,97.39
2013-05-02,1.0105,2823.821,35901.67,0.1958,0.1015,0.915,1.019,93.99,1467.07,310.45,0.2731,0.986,82.224,97.94
2013-05-03,1.008,2853.884,36071.02,0.2158,0.1065,0.962,1.021,95.61,1470.75,331.35,0.2751,0.985,82.125,98.99
2013-05-06,1.0068,2859.344,36117.09,0.212,0.1015,0.976,1.034,96.16,1469.46,331,#N/A,0.991,82.315,99.33
2013-05-07,1.0042,2874.462,36146.64,0.22,0.1015,0.978,1.038,95.62,1452.7,330.05,0.2751,0.99,82.253,99
2013-05-08,1.0027,2887.608,36498.09,0.2202,0.1015,0.977,1.038,96.62,1473.94,337.1,0.2751,0.995,81.896,99.01
2013-05-09,1.0068,2878.301,36378.7,0.2203,0.1015,0.974,1.038,96.39,1458.15,334.15,0.2751,0.992,82.793,100.59
2013-05-10,1.01,2890.771,36515.57,0.2367,0.1065,1.008,1.038,96.04,1448.55,335.6,0.2751,0.992,83.143,101.62
2013-05-13,1.0106,2891.172,36352.39,0.2368,0.1065,1.018,1.038,95.17,1430.59,336.2,0.2751,#N/A,83.277,101.82
2013-05-14,1.018,2921.123,36493.24,0.245,0.1065,1.04,1.059,94.21,1425.46,329.05,0.2741,0.997,83.595,102.42
2013-05-15,1.0157,2936.982,36195.04,0.2371,0.1065,1.028,1.073,94.3,1393.03,326.7,0.2741,0.995,83.83,102.25
2013-05-16,1.0195,2922.397,36293.55,0.2293,0.1015,1.011,1.057,95.16,1385.97,329.2,0.2741,1.011,83.588,102.26
2013-05-17,1.0281,2952.56,36599.55,0.2418,0.1015,1.01,1.053,96.02,1359.5,332.1,0.2736,0.991,84.252,103.21
2013-05-20,1.0241,2950.531,36599.55,0.2379,0.1065,1.01,1.053,96.71,1393.85,335.7,0.2731,#N/A,83.736,102.27
2013-05-21,1.0267,2955.695,36983.21,0.234,0.0964,1.008,1.07,96.16,1376.29,333.9,0.2741,1.012,83.864,102.5
2013-05-22,1.0367,2931.576,37019.34,0.2463,0.1015,1.034,1.071,94.28,1370.27,337.75,0.27375,1.014,84.352,103.16
2013-05-23,1.0305,2923.426,36745.73,0.2465,0.1015,1.035,1.07,94.25,1391.05,329.95,0.27275,1.011,83.8,102.02
2013-05-24,1.0318,2921.878,36772.23,0.2472,0.1015,1.031,1.057,94.15,1386.64,329.15,0.27275,0.994,83.7,101.31
2013-05-27,1.0341,2921.878,36862.1,0.2472,0.1015,1.044,1.061,94.15,1394.78,#N/A,#N/A,#N/A,83.7,100.96
2013-05-28,1.0398,2940.451,37021.59,0.2882,0.1167,1.069,1.07,95.01,1381.12,331.15,0.27275,1.017,84.1,102.37
2013-05-29,1.0351,2920.185,36992.96,0.2931,0.1218,1.075,1.091,93.13,1392.95,329.1,0.27575,1.003,83.66,101.16
2013-05-30,1.0297,2931.393,37035.17,0.2931,0.1269,1.077,1.08,93.61,1414,331.55,0.27465,1.006,83.042,100.73
2013-05-31,1.0375,2889.464,36763.25,0.2933,0.1269,1.081,1.078,91.97,1387.8,329.25,0.27525,1.014,83.375,100.45
2013-06-03,1.0278,2906.912,36645.65,0.2914,0.1319,1.072,1.078,93.45,1411.35,333.05,0.27325,1.024,82.656,99.53
2013-06-04,1.0342,2891.015,36599.65,0.2974,0.1319,1.066,1.079,93.31,1399.56,336.9,0.27395,1.014,82.769,100.03
2013-06-05,1.0345,2851.889,36169.78,0.2856,0.1269,1.051,1.079,93.74,1403.43,337.15,0.27445,1.016,82.594,99.06
2013-06-06,1.0264,2876.501,36075.78,0.2876,0.1269,1.05,1.079,94.76,1413.97,331.9,0.27425,1.015,81.537,96.97
2013-06-07,1.0197,2913.459,35971.01,0.3017,0.1218,1.134,1.079,96.03,1382.97,326.85,0.27515,1.021,81.669,97.56
2013-06-10,1.0194,2912.628,35998.56,0.3097,0.1218,1.163,1.079,95.77,1386.5,324.1,0.27415,1.028,81.646,98.76
2013-06-11,1.0189,2883.073,35536.5,0.3218,0.1218,1.152,1.079,95.38,1378.33,319.5,0.27225,1.014,81.113,96.03
2013-06-12,1.0212,2859.617,35246.87,0.3259,0.1218,1.162,1.102,95.88,1389.02,322.55,0.27325,1.016,80.947,96.02
2013-06-13,1.0159,2902.317,35734.17,0.282,0.1167,1.123,1.099,96.69,1386.15,318.5,0.27325,1.017,80.752,95.37
2013-06-14,1.017,2885.244,35472.9,0.2701,0.1116,1.107,1.083,97.85,1390.67,320.15,0.27275,1.013,80.67,94.31
2013-06-17,1.0186,2907.115,35768.42,0.262,0.1116,1.104,1.083,97.77,1385.27,319.75,0.27325,#N/A,80.787,94.51
2013-06-18,1.0212,2929.813,36003.2,0.2621,0.1167,1.113,1.096,98.44,1367.67,315.5,0.27225,1.024,80.612,95.33
2013-06-19,1.0273,2889.252,35715.75,0.3064,0.1167,1.167,1.101,98.24,1351.31,314.1,0.27175,1.028,81.428,96.45
2013-06-20,1.0387,2817.435,34844.16,0.3267,0.1167,1.186,1.123,95.4,1284.97,306.2,0.27255,1.027,81.915,97.28
2013-06-21,1.0457,2824.965,34924.29,0.3676,0.1218,1.234,1.132,93.69,1296.42,309.55,0.27275,1.023,82.318,97.9
2013-06-24,1.0501,2790.66,34461.96,0.3841,0.1268,1.242,1.132,95.18,1282.39,302.45,0.27675,#N/A,82.425,97.73
2013-06-25,1.0515,2817.437,34952.7,0.4047,0.137,1.262,1.144,95.32,1277.65,307.25,0.2761,1.027,82.581,97.81
2013-06-26,1.047,2845.037,34846.19,0.3789,0.1573,1.224,1.137,95.5,1226.59,304.1,0.2756,1.028,82.977,97.72
2013-06-27,1.0477,2862.918,35021.27,0.3514,0.1472,1.202,1.127,97.05,1200.67,305.25,0.274,1.029,82.902,98.35
2013-06-28,1.0519,2850.662,35382.22,0.3554,0.1421,1.221,1.132,96.56,1234.53,305.05,0.2731,1.017,83.136,99.14
2013-07-01,1.0497,2866.411,35382.22,0.3514,0.137,1.221,1.132,97.99,1252.52,315.5,0.2731,#N/A,83.054,99.66
2013-07-02,1.0544,2865.476,35525.95,0.3474,0.1319,1.199,1.133,99.6,1243.43,314.2,0.2729,1.029,83.544,100.63
2013-07-03,1.0505,2867.854,35430.78,0.3631,0.1319,1.19,1.133,101.24,1252.88,317.4,0.2739,1.03,83.231,99.91
2013-07-04,1.0515,2867.854,35492.63,0.3631,0.1319,1.181,1.12,101.24,1249.89,#N/A,0.2709,1.029,83.231,100.04
2013-07-05,1.0582,2897.116,35419.08,0.3948,0.137,1.225,1.137,103.22,1223.14,308,0.2699,1.026,84.449,101.2
2013-07-08,1.0558,2913.203,35635.01,0.3591,0.1218,1.16,1.109,103.14,1236.98,311.15,0.2686,#N/A,84.193,100.97
2013-07-09,1.0527,2934.31,35893.01,0.367,0.1218,1.142,1.111,103.53,1251.39,307.6,0.2691,1.02,84.58,101.15
2013-07-10,1.0465,2934.968,35929.48,0.3511,0.1167,1.148,1.108,106.52,1259.72,310.1,0.2691,1.02,84.041,99.68
2013-07-11,1.0366,2975.058,36475.23,0.3291,0.1065,1.134,1.103,104.91,1286.01,318.35,0.2681,1.024,82.746,98.96
2013-07-12,1.0395,2984.236,36384.47,0.339,0.1065,1.134,1.1,105.95,1285.59,317.05,0.2676,1.01,82.988,99.22
2013-07-15,1.0427,2988.347,36578.39,0.3269,0.0964,1.132,1.107,106.32,1284.7,316.1,0.2676,#N/A,83.043,99.86
2013-07-16,1.0369,2977.261,36546.22,0.3228,0.0862,1.12,1.106,106,1292.13,319.95,0.2662,1.029,82.498,99.1
2013-07-17,1.0405,2985.852,36697.7,0.2986,0.0913,1.098,1.098,106.48,1276.02,314.05,0.2662,1.036,82.708,99.59
2013-07-18,1.0378,3001.21,36874.74,0.3025,0.0964,1.095,1.1,108.04,1284.23,314.25,0.2662,1.034,82.823,100.43
2013-07-19,1.0368,3006.129,37039.07,0.2982,0.0964,1.086,1.098,108.05,1296.03,315,0.2647,0.999,82.607,100.65
2013-07-22,1.0334,3012.297,37253.08,0.3021,0.0913,1.091,1.084,106.91,1335.82,318.95,0.2647,1,82.219,99.67
2013-07-23,1.0287,3006.718,37238.65,0.3061,0.0964,1.12,1.092,107.23,1345.18,319.8,0.2659,1.005,81.945,99.43
2013-07-24,1.0316,2995.296,37025.31,0.3481,0.1167,1.15,1.108,105.39,1322.14,318.15,0.2643,1,82.291,100.27
2013-07-25,1.028,3003.008,37016.09,0.3206,0.1116,1.153,1.108,105.49,1333.83,318.85,0.2638,1.003,81.97,99.29
2013-07-26,1.0278,3005.507,36954.04,0.3127,0.1015,1.145,1.102,104.7,1333.16,310.9,0.265,0.996,81.657,98.21
2013-07-29,1.0265,2994.455,37028.81,0.3167,0.1065,1.165,1.107,104.55,1328.1,311.65,0.266,#N/A,81.663,97.96
2013-07-30,1.0305,2995.678,36787.52,0.3127,0.1065,1.182,1.11,103.08,1326.37,304.2,0.265,0.994,81.829,98.03
2013-07-31,1.0277,2995.716,36509.86,0.3089,0.1015,1.156,1.11,105.03,1325.07,311.85,0.2656,1.006,81.452,97.88
2013-08-01,1.0346,3033.588,36823.94,0.3247,0.1116,1.188,1.137,107.89,1310.2,316.6,0.2656,1.003,82.336,99.54
2013-08-02,1.0392,3038.63,36851.12,0.2974,0.1015,1.157,1.124,106.94,1312.03,317.25,0.2666,0.992,81.908,98.94
2013-08-05,1.036,3034.43,36851.12,0.3014,0.1015,1.157,1.124,106.56,1303.01,316.8,0.2654,#N/A,81.875,98.3
2013-08-06,1.0377,3017.155,36459.52,0.3054,0.1065,1.154,1.124,105.3,1283.19,317.3,0.2664,1.002,81.603,97.74
2013-08-07,1.0423,3006.631,36294.06,0.3015,0.1015,1.143,1.124,104.37,1287.61,317.3,0.2664,0.998,81.287,96.33
2013-08-08,1.0328,3019.004,36704.89,0.3016,0.1015,1.14,1.124,103.4,1313.27,327.05,0.2647,0.997,80.977,96.67
2013-08-09,1.0289,3008.79,36673.34,0.3018,0.1015,1.136,1.103,105.97,1314.46,330.65,0.2647,0.992,81.126,96.21
2013-08-12,1.0307,3005.417,36825.79,0.3059,0.1015,1.147,1.105,106.11,1338.39,330.3,0.2647,#N/A,81.333,96.9
2013-08-13,1.0343,3014.431,36975.39,0.33,0.1065,1.204,1.129,106.83,1321.67,331.7,0.2642,0.994,81.768,98.2
2013-08-14,1.0342,2999.423,36972.12,0.3261,0.1065,1.202,1.129,106.85,1336.16,334,0.2632,0.996,81.711,98.14
2013-08-15,1.0306,2957.083,37163.89,0.3462,0.1065,1.207,1.127,107.33,1366.18,333.75,0.2632,0.989,81.181,97.37
2013-08-16,1.0336,2947.463,37264.46,0.3386,0.1116,1.214,1.125,107.46,1376.57,336.3,0.2641,0.988,81.257,97.53
2013-08-19,1.0345,2930.266,36828.84,0.3508,0.1116,1.221,1.125,107.1,1366,333.2,0.2631,0.991,81.226,97.55
2013-08-20,1.0392,2941.58,37075.63,0.3388,0.1167,1.188,1.106,104.96,1371.23,333.8,0.2621,0.994,80.906,97.27
2013-08-21,1.0474,2924.727,36797.56,0.3673,0.1319,1.217,1.114,103.85,1366.66,330.65,0.2621,0.991,81.213,97.68
2013-08-22,1.0516,2949.957,37094.89,0.3877,0.1269,1.206,1.112,105.03,1376.14,333,0.2621,0.988,81.488,98.72
2013-08-23,1.0496,2962.059,37352.43,0.3761,0.1269,1.195,1.105,106.42,1397.73,334.85,0.2621,0.977,81.361,98.72
2013-08-26,1.0501,2950.132,37353.22,0.364,0.1218,1.189,1.105,105.92,1404.65,331.95,#N/A,0.988,81.407,98.51
2013-08-27,1.0474,2903.288,36860.57,0.356,0.1218,1.164,1.098,109.01,1415.15,332.85,0.2594,0.992,81.166,97.03
2013-08-28,1.0487,2911.827,36928.56,0.3947,0.1167,1.199,1.098,110.1,1417.51,330.15,0.2605,1,81.431,97.64
2013-08-29,1.0532,2917.964,37215.92,0.3947,0.1167,1.192,1.102,108.8,1407.79,324.4,0.2612,0.999,81.948,98.35
2013-08-30,1.0537,2908.955,37075.14,0.3987,0.1116,1.191,1.102,107.65,1395.27,322.5,0.2595,0.992,82.087,98.17
2013-09-02,1.0544,2908.955,37075.14,0.3987,0.1116,1.191,1.102,107.65,1389.77,#N/A,0.2595,#N/A,82.087,99.33
2013-09-03,1.0535,2921.228,37330.01,0.4145,0.1167,1.22,1.109,108.54,1412.41,329.65,0.2595,0.993,82.361,99.57
2013-09-04,1.0496,2945.617,37380.81,0.47,0.1319,1.239,1.109,107.23,1391.57,323.65,0.259,0.991,82.169,99.74
2013-09-05,1.0505,2949.268,37643.71,0.5177,0.1421,1.304,1.12,108.37,1367.48,324.1,0.2581,0.995,82.633,100.11
2013-09-06,1.0405,2949.798,37579.3,0.4545,0.1218,1.293,1.121,110.53,1391.8,325.8,0.2564,0.995,82.146,99.11
2013-09-09,1.0369,2979.454,37678.43,0.4427,0.1065,1.287,1.122,109.52,1386.97,327.55,0.2559,0.996,81.793,99.58
2013-09-10,1.0349,3001.359,37590.49,0.4707,0.1116,1.311,1.118,107.39,1363.88,326.15,0.2559,0.993,81.821,100.39
2013-09-11,1.0319,3010.936,37613.64,0.4429,0.1065,1.293,1.111,107.56,1365.31,325.65,0.2544,0.988,81.518,99.89
2013-09-12,1.0323,3001.617,37264.53,0.443,0.1015,1.286,1.11,108.6,1321.73,321.25,0.2544,0.996,81.489,99.54
2013-09-13,1.0351,3009.789,37330.39,0.4312,0.1065,1.283,1.103,108.21,1326.17,320.7,0.2539,0.985,81.452,99.38
2013-09-16,1.0324,3026.939,37604.96,0.387,0.1015,1.267,1.104,106.59,1312.79,322.7,0.25185,0.989,81.295,99.08
2013-09-17,1.0296,3039.755,37656.89,0.371,0.1015,1.264,1.098,105.42,1310.6,322.8,0.25195,0.99,81.143,99.13
2013-09-18,1.022,3076.807,37944.3,0.3206,0.1065,1.231,1.082,108.07,1363.77,328.35,0.25245,0.99,80.237,97.94
2013-09-19,1.0265,3071.614,37932.36,0.3347,0.1015,1.251,1.08,106.39,1366.25,335,0.2502,0.988,80.372,99.45
2013-09-20,1.0304,3049.471,37579.32,0.3304,0.1015,1.227,1.079,104.67,1325.85,332.75,0.2496,0.985,80.431,99.36
2013-09-23,1.0284,3035.085,37594.55,0.3304,0.0964,1.21,1.076,103.59,1322.72,330.8,0.2506,#N/A,80.449,98.85
2013-09-24,1.03,3027.517,37708.66,0.3262,0.0964,1.211,1.067,103.13,1323.26,326.55,0.2502,0.979,80.563,98.75
2013-09-25,1.0314,3019.308,37683.69,0.3402,0.0964,1.209,1.067,102.66,1334.36,328.05,0.2476,0.97,80.334,98.43
2013-09-26,1.031,3030.412,37734.88,0.3402,0.0913,1.221,1.067,103.03,1324.08,330.4,0.2481,0.969,80.523,98.99
2013-09-27,1.0306,3018.236,37760.53,0.3324,0.0862,1.203,1.067,102.87,1336.88,332.95,0.24835,0.967,80.287,98.24
2013-09-30,1.0309,3000.179,37593.5,0.3168,0.0862,1.193,1.067,102.33,1329.03,332.3,0.24885,0.971,80.221,98.27
2013-10-01,1.0322,3024.38,37789.74,0.3287,0.0913,1.199,1.048,102.04,1287.54,327.4,0.24585,0.969,80.141,98
