,USDCAD Curncy,S&P 500 Total Return Index,S&P/TSX Composite Total Return Index,USGG2YR Index,USGG12M Index,GCAN2YR Index,GCAN12M Index,CL1 Comdty,XAU Curncy,HG1 Comdty,US0003M Index,GCAN3M Index,DXY Curncy,USDJPY Curncy
2017-12-08,1.2848,5165.192,53487.25,1.7945,1.6549,1.502,1.351,57.36,1248.49,295.5,1.54878,0.891,93.901,113.48
2017-12-11,1.2856,5181.754,53520.72,1.8189,1.6705,1.513,1.353,57.99,1242.02,298.8,1.56347,0.894,93.866,113.56
2017-12-12,1.2866,5189.96,53556.88,1.8271,1.6808,1.521,1.357,57.14,1244.49,299.95,1.57352,0.891,94.101,113.55
2017-12-13,1.2817,5187.682,53632.68,1.7743,1.6626,1.505,1.378,56.6,1255.5,302.95,1.58849,0.905,93.429,112.54
2017-12-14,1.2797,5167.448,53267.28,1.811,1.6755,1.544,1.402,57.04,1252.96,304.85,1.60042,0.936,93.489,112.39
2017-12-15,1.2866,5214.103,53352.17,1.8358,1.6831,1.552,1.406,57.3,1256.44,311,1.61331,0.939,93.932,112.6
2017-12-18,1.2862,5242.285,53650.36,1.8277,1.6883,1.57,1.406,57.16,1262.26,312.2,1.62548,0.939,93.695,112.55
2017-12-19,1.2878,5225.431,53656.41,1.8525,1.696,1.603,1.445,57.46,1261.7,312.75,1.64203,0.945,93.441,112.89
2017-12-20,1.2835,5221.79,53743.97,1.8567,1.7063,1.636,1.463,58.09,1265.57,317.15,1.65793,0.981,93.313,113.4
2017-12-21,1.274,5232.162,53822.72,1.8775,1.7063,1.678,1.506,58.36,1266.6,319.45,1.67464,1.035,93.278,113.33
2017-12-22,1.2729,5229.791,53770.79,1.8906,1.7138,1.663,1.501,58.47,1274.16,321.45,1.68577,1.029,93.347,113.29
2017-12-25,1.2727,5229.791,53770.79,1.8906,1.7138,1.663,1.523,58.47,1274.16,321.45,1.68577,1.089,93.267,113.26
2017-12-26,1.2687,5224.508,53770.79,1.8991,1.7164,1.663,1.523,59.97,1283.1,325.6,1.68577,1.089,93.257,113.23
2017-12-27,1.2655,5229.013,53910.57,1.893,1.7137,1.66,1.514,59.64,1287.18,325.7,1.69339,1.039,93.025,113.35
2017-12-28,1.257,5239.588,54021.69,1.9071,1.7318,1.696,1.525,59.84,1295.04,330.85,1.69465,1.054,92.602,112.87
2017-12-29,1.2571,5212.763,54002.68,1.883,1.7316,1.689,1.522,60.42,1302.8,330.05,1.69428,1.059,92.124,112.69
2018-01-01,1.2545,5212.763,54002.68,1.883,1.7316,1.689,1.54,60.42,1302.8,330.05,1.69428,1.106,92.24,112.63
2018-01-02,1.2512,5256.284,54338.7,1.9191,1.7809,1.704,1.531,60.37,1317.56,327.8,1.69693,1.062,91.872,112.29
2018-01-03,1.2536,5289.924,54544.11,1.9313,1.8034,1.682,1.525,61.63,1313.21,325.75,1.69593,1.059,92.162,112.51
2018-01-04,1.2487,5312.333,54682.27,1.9515,1.8007,1.704,1.528,62.01,1323.01,326.3,1.70381,1.058,91.853,112.75
2018-01-05,1.2412,5349.689,54470.7,1.9599,1.7927,1.776,1.577,61.44,1319.59,322.95,1.70393,1.093,91.949,113.05
2018-01-08,1.2421,5358.679,54364.79,1.9579,1.7797,1.784,1.59,61.73,1320.4,322.4,1.70802,1.091,92.358,113.09
2018-01-09,1.2464,5367.261,54396.9,1.9682,1.777,1.797,1.595,62.96,1312.85,321.6,1.70457,1.12,92.528,112.65
2018-01-10,1.2547,5361.329,54159.29,1.9724,1.7665,1.738,1.57,63.57,1316.89,323.55,1.70911,1.15,92.332,111.44
2018-01-11,1.2519,5399.462,54289.24,1.9786,1.7639,1.754,1.576,63.8,1322.44,323.3,1.72019,1.155,91.852,111.26
2018-01-12,1.2459,5435.918,54361.95,1.9976,1.7714,1.76,1.598,64.3,1337.64,321.85,1.72152,1.165,90.974,111.06
2018-01-15,1.2429,5435.918,54574.07,1.9976,1.7714,1.775,1.616,64.3,1339.99,321.85,1.73133,1.167,90.974,110.54
2018-01-16,1.2435,5416.855,54331.75,2.0142,1.7739,1.773,1.62,63.73,1338.41,321.95,1.73408,1.188,90.393,110.45
2018-01-17,1.2438,5467.846,54432.9,2.0431,1.7739,1.785,1.602,63.97,1326.84,318.9,1.73918,1.189,90.541,111.29
2018-01-18,1.2463,5467.846,54432.9,2.0475,1.7608,1.785,1.611,63.73,1329.95,320,1.7447,1.191,90.552,111.11
